time_s,src2_deadman
11.665,8
11.67,8
11.675,8
11.68,8
11.685,8
11.69,8
11.695,8
11.7,8
11.705,8
11.71,8
11.715,8
11.72,8
11.725,8
11.73,8
11.735,8
11.74,8
11.745,8
11.75,8
11.755,8
11.76,8
11.765,8
11.77,8
11.775,8
11.78,8
11.785,8
11.79,8
11.795,8
11.8,8
11.805,8
11.81,8
11.815,8
11.82,8
11.825,8
11.83,8
11.835,8
11.84,8
11.845,8
11.85,8
11.855,8
11.86,8
11.865,8
11.87,8
11.875,8
11.88,8
11.885,8
11.89,8
11.895,8
11.9,8
11.905,8
11.91,8
11.915,8
11.92,8
11.925,8
11.93,8
11.935,8
11.94,8
11.945,8
11.95,8
11.955,8
11.96,8
11.965,8
11.97,8
11.975,8
11.98,8
11.985,8
11.99,8
11.995,8
12,8
12.005,8
12.01,8
12.015,8
12.02,8
12.025,8
12.03,8
12.035,8
12.04,8
12.045,8
12.05,8
12.055,8
12.06,8
12.065,8
12.07,8
12.075,8
12.08,8
12.085,8
12.09,8
12.095,8
12.1,8
12.105,8
12.11,8
12.115,8
12.12,8
12.125,8
12.13,8
12.135,8
12.14,8
12.145,8
12.15,8
12.155,8
12.16,8
12.165,8
12.17,8
12.175,8
12.18,8
12.185,8
12.19,8
12.195,8
12.2,8
12.205,8
12.21,8
12.215,8
12.22,8
12.225,8
12.23,8
12.235,8
12.24,8
12.245,8
12.25,8
12.255,8
12.26,8
12.265,8
12.27,8
12.275,8
12.28,8
12.285,8
12.29,8
12.295,8
12.3,8
12.305,8
12.31,8
12.315,8
12.32,8
12.325,8
12.33,8
12.335,8
12.34,8
12.345,8
12.35,8
12.355,8
12.36,8
12.365,8
12.37,8
12.375,8
12.38,8
12.385,8
12.39,8
12.395,8
12.4,8
12.405,8
12.41,8
12.415,8
12.42,8
12.425,8
12.43,8
12.435,8
12.44,8
12.445,8
12.45,8
12.455,8
12.46,8
12.465,8
12.47,8
12.475,8
12.48,8
12.485,8
12.49,8
12.495,8
12.5,8
12.505,8
12.51,8
12.515,8
12.52,8
12.525,8
12.53,8
12.535,8
12.54,8
12.545,8
12.55,8
12.555,8
12.56,8
12.565,8
12.57,8
12.575,8
12.58,8
12.585,8
12.59,8
12.595,8
