time_s,fused_y
2.215,-0.271332949
2.22,-0.271163017
2.225,-0.270993084
2.23,-0.271564543
2.235,-0.271545619
2.24,-0.271526694
2.245,-0.27150777
2.25,-0.271592945
2.255,-0.271542281
2.26,-0.271491617
2.265,-0.271440953
2.27,-0.271488667
2.275,-0.271693945
2.28,-0.271899223
2.285,-0.272104502
2.29,-0.271437228
2.295,-0.271173179
2.3,-0.270909131
2.305,-0.270645082
2.31,-0.271517366
2.315,-0.270952016
2.32,-0.270386666
2.325,-0.269821316
2.33,-0.271030605
2.335,-0.271649599
2.34,-0.272268593
2.345,-0.272887588
2.35,-0.270433962
2.355,-0.265619665
2.36,-0.263340801
2.365,-0.261061937
2.37,-0.257824421
2.375,-0.255066246
2.38,-0.252308041
2.385,-0.249549851
2.39,-0.254421234
2.395,-0.2476421
2.4,-0.24086298
2.405,-0.234083831
2.41,-0.23865594
2.415,-0.234391674
2.42,-0.232281968
2.425,-0.230172262
2.43,-0.222276196
2.435,-0.216661081
2.44,-0.211045966
2.445,-0.20543085
2.45,-0.204006836
2.455,-0.198619545
2.46,-0.193232253
2.465,-0.187844962
2.47,-0.188286096
2.475,-0.184067115
2.48,-0.179848135
2.485,-0.175629154
2.49,-0.172134012
2.495,-0.168156311
2.5,-0.16417861
2.505,-0.160200909
2.51,-0.168365344
2.515,-0.161607519
2.52,-0.147400767
2.525,-0.133194014
2.53,-0.137345195
2.535,-0.129964322
2.54,-0.122583449
2.545,-0.115202576
2.55,-0.117637545
2.555,-0.11146421
2.56,-0.105290875
2.565,-0.0991175398
2.57,-0.0959505588
2.575,-0.0888401493
2.58,-0.0817297399
2.585,-0.0746193305
2.59,-0.067508921
2.595,-0.0603985116
2.6,-0.0820084438
2.605,-0.0690959767
2.61,-0.0561835095
2.615,-0.0432710424
2.62,-0.0551216938
2.625,-0.0487319343
2.63,-0.0423421748
2.635,-0.0359524153
2.64,-0.0365598612
2.645,-0.0322072543
2.65,-0.0278546475
2.655,-0.0235020407
2.66,-0.0216907095
2.665,-0.0168732554
2.67,-0.0120558012
2.675,-0.00723834708
2.68,-0.0111031085
2.685,0.00207825378
2.69,0.0152596161
2.695,0.0284409784
2.7,0.0132929012
2.705,0.0188360028
2.71,0.0243791044
2.715,0.029922206
2.72,0.0304055568
2.725,0.0358898342
2.73,0.0413741134
2.735,0.0468583889
2.74,0.0474143662
2.745,0.0525168851
2.75,0.057619404
2.755,0.062721923
2.76,0.0625883862
2.765,0.0677215457
2.77,0.0728547052
2.775,0.0779878646
2.78,0.0787195712
2.785,0.0851039886
2.79,0.0914230794
2.795,0.0977421701
2.8,0.105821073
2.805,0.11302007
2.81,0.120219067
2.815,0.127418071
2.82,0.120288849
2.825,0.127937227
2.83,0.133846357
2.835,0.139755487
2.84,0.145760223
2.845,0.152154759
2.85,0.158549294
2.855,0.164943829
2.86,0.162525892
2.865,0
2.87,0
2.875,0
2.88,0
2.885,0
2.89,0
2.895,0
2.9,0
2.905,0
2.91,0
2.915,0
2.92,0
2.925,0
2.93,0
2.935,0
2.94,0
2.945,0
2.95,0
2.955,0
2.96,0
2.965,0
2.97,0
2.975,0
2.98,0
2.985,0
2.99,0
2.995,0
3,0
3.005,0
3.01,0
3.015,0
3.02,0
3.025,0
3.03,0
3.035,0
3.04,0
3.045,0
3.05,0
3.055,0
3.06,0
3.065,0
3.07,0
3.075,0
3.08,0
3.085,0
3.09,0
3.095,0
3.1,0
3.105,0
3.11,0
3.115,0
3.12,0
3.125,0
3.13,0
3.135,0
3.14,0
3.145,0
3.15,0
3.155,0
3.16,0
3.165,0
3.17,0.338058174
3.175,0.33848083
3.18,0.338903487
3.185,0.339326143
3.19,0.339686662
3.195,0.337650806
3.2,0.335614949
3.205,0.333579093
3.21,0.334066957
3.215,0.329124153
3.22,0.324181348
3.225,0.319238544
3.23,0.320501596
3.235,0.311729193
3.24,0.30295679
3.245,0.294184387
3.25,0.304437965
3.255,0.296770483
3.26,0.289103001
3.265,0.281435519
3.27,0.284350902
3.275,0.276582241
3.28,0.26881358
3.285,0.261044919
3.29,0.264523059
3.295,0.257170707
3.3,0.249818355
3.305,0.242466003
3.31,0.241560668
3.315,0.23239778
3.32,0.223234892
3.325,0.214072004
3.33,0.217886969
3.335,0.209064379
3.34,0.200241789
3.345,0.191419199
3.35,0.192270547
3.355,0.183412105
3.36,0.174553663
3.365,0.16569522
3.37,0.156836778
3.375,0.147978351
3.38,0.166554749
3.385,0.156047657
3.39,0.145540565
3.395,0.135033473
3.4,0.139059782
3.405,0.128680974
3.41,0.109828554
3.415,0.100585811
3.42,0.0792837217
3.425,0.0579816326
3.43,0.0366795436
3.435,0.0153774545
3.44,0.0690925047
3.445,0.0665446967
3.45,0.0639968961
3.455,0.0614490919
3.46,0.0463779308
3.465,0.034634117
3.47,0.0113463486
3.475,-0.0119414218
3.48,-0.000438233546
3.485,-0.0116545511
3.49,-0.0228708684
3.495,-0.0340871848
3.5,-0.0374090783
3.505,-0.0492055602
3.51,-0.0610020421
3.515,-0.0727985203
3.52,-0.0759277418
3.525,-0.0885397568
3.53,-0.101151772
3.535,-0.113763787
3.54,-0.113880597
3.545,-0.126628369
3.55,-0.139376134
3.555,-0.152123913
3.56,-0.151236892
3.565,-0.163713366
3.57,-0.17618984
3.575,-0.188666314
3.58,-0.18749921
3.585,-0.200719684
3.59,-0.213940158
3.595,-0.227160633
3.6,-0.220417619
3.605,-0.232540473
3.61,-0.244663328
3.615,-0.256786197
3.62,-0.250289589
3.625,-0.260513097
3.63,-0.270736605
3.635,-0.280960143
3.64,-0.2777704
3.645,-0.285167962
3.65,-0.292565525
3.655,-0.299963087
3.66,-0.298553675
3.665,-0.308789253
3.67,-0.319024831
3.675,-0.329260409
3.68,-0.306867331
3.685,-0.309698284
3.69,-0.304164112
3.695,-0.29862994
3.7,-0.302957982
3.705,-0.295125425
3.71,-0.287292868
3.715,-0.279460341
3.72,-0.290050566
3.725,-0.279767841
3.73,-0.269485116
3.735,-0.259202391
3.74,-0.27683726
3.745,-0.275860399
3.75,-0.274883538
3.755,-0.273906678
3.76,-0.26806426
3.765,-0.262384295
3.77,-0.251723289
3.775,-0.241062284
3.78,-0.230401278
3.785,-0.219740272
3.79,-0.246421695
3.795,-0.231437221
3.8,-0.222242832
3.805,-0.213048428
3.81,-0.202768803
3.815,-0.193031788
3.82,-0.183294773
3.825,-0.173557758
3.83,-0.19554469
3.835,-0.173787713
3.84,-0.152030736
3.845,-0.130273759
3.85,-0.164667249
3.855,-0.143092096
3.86,-0.121516943
3.865,-0.0999417901
3.87,-0.133422911
3.875,0
3.88,0
3.885,0
3.89,0
3.895,0
3.9,0
3.905,0
3.91,0
3.915,0
3.92,0
3.925,0
3.93,0
3.935,0
3.94,0
3.945,0
3.95,0
3.955,0
3.96,0
3.965,0
3.97,0
3.975,0
3.98,0
3.985,0
3.99,0
3.995,0
4,0
4.005,0
4.01,0
4.015,0
4.02,0
4.025,0
4.03,0
4.035,0
4.04,0
4.045,0
4.05,0
4.055,0
4.06,0
4.065,0
4.07,0
4.075,0
4.08,0
4.085,0
4.09,0
4.095,0
4.1,0
4.105,0
4.11,0
4.115,0
4.12,0
4.125,0
4.13,0
4.135,0
4.14,0
4.145,0
4.15,0
4.155,0
4.16,0
4.165,0
4.17,0
4.175,0
4.18,0
4.185,0
4.19,0
4.195,0
4.2,0
4.205,0
4.21,0
4.215,0
4.22,0
4.225,0
4.23,0
4.235,0
4.24,0
4.245,0
4.25,0
4.255,0
4.26,0
4.265,0
4.27,0
4.275,0
4.28,0
4.285,0
4.29,0
4.295,0
4.3,0
4.305,0
4.31,0
4.315,0
4.32,0
4.325,0
4.33,0
4.335,0
4.34,0
4.345,0
4.35,0
4.355,0
4.36,0
4.365,0
4.37,0
4.375,0
4.38,0
4.385,0
4.39,0
4.395,0
4.4,0
4.405,0
4.41,0
4.415,0
4.42,0
4.425,0
4.43,0
4.435,0
4.44,0
4.445,0
4.45,0
4.455,0
4.46,0
4.465,0
4.47,0
4.475,0
4.48,0
4.485,0
4.49,0
4.495,0
4.5,0
4.505,0
4.51,0
4.515,0
4.52,0
4.525,0
4.53,0
4.535,0
4.54,0
4.545,0
4.55,0
4.555,0
4.56,0
4.565,0
4.57,0
4.575,0
4.58,0
4.585,0
4.59,0
4.595,0
4.6,0
4.605,0
4.61,0
4.615,0
4.62,0
4.625,0
4.63,0
4.635,0
4.64,0
4.645,0
4.65,0
4.655,0
4.66,0
4.665,0
4.67,0
4.675,0
4.68,0
4.685,0
4.69,0
4.695,0
4.7,0
4.705,0
4.71,0
4.715,0
4.72,0
4.725,0
4.73,0
4.735,0
4.74,0
4.745,0
4.75,0
4.755,0
4.76,0
4.765,0
4.77,0
4.775,0
4.78,0
4.785,0
4.79,0
4.795,0
4.8,0
4.805,0
4.81,0
4.815,0
4.82,0
4.825,0
4.83,0
4.835,0
4.84,0
4.845,0
4.85,0
4.855,0
4.86,0
4.865,0
4.87,0
4.875,0
4.88,0
4.885,0
4.89,0
4.895,0
4.9,0
4.905,0
4.91,0
4.915,0
4.92,0
4.925,0
4.93,0
4.935,0
4.94,0
4.945,0
4.95,0
4.955,0
4.96,0
4.965,0
4.97,0
4.975,0
4.98,0
4.985,0
4.99,0
4.995,0
5,0
5.005,0
5.01,0
5.015,0
5.02,0
5.025,0
5.03,0
5.035,0
5.04,0
5.045,0
5.05,0
5.055,0
5.06,0
5.065,0
5.07,0
5.075,0
5.08,0
5.085,0
5.09,0
5.095,0
5.1,0
5.105,0
5.11,0
5.115,0
5.12,0
5.125,0
5.13,0
5.135,0
5.14,0
5.145,0
5.15,0
5.155,0
5.16,0
5.165,0
5.17,0
5.175,0
5.18,0
5.185,0
5.19,0
5.195,0
5.2,0
5.205,0
5.21,0
5.215,0
5.22,0
5.225,0
5.23,0
5.235,0
5.24,0
5.245,0
5.25,0
5.255,0
5.26,0
5.265,0
5.27,0
5.275,0
5.28,0
5.285,0
5.29,0
5.295,0
5.3,0
5.305,0
5.31,0
5.315,0
5.32,0
5.325,0
5.33,0
5.335,0
5.34,0
5.345,0
5.35,0
5.355,0
5.36,0
5.365,0
5.37,0
5.375,0
5.38,0
5.385,0
5.39,0
5.395,0
5.4,0
5.405,0
5.41,0
5.415,0
5.42,0
5.425,0
5.43,0
5.435,0
5.44,0
5.445,0
5.45,0
5.455,0
5.46,0
5.465,0
5.47,0
5.475,0
5.48,0
5.485,0
5.49,0
5.495,0
5.5,0
5.505,0
5.51,0
5.515,0
5.52,0
5.525,0
5.53,0
5.535,0
5.54,0
5.545,0
5.55,0
5.555,0
5.56,0
5.565,0
5.57,0
5.575,0
5.58,0
5.585,0
5.59,0
5.595,0
5.6,0
5.605,0
5.61,0
5.615,0
5.62,0
5.625,0
5.63,0
5.635,0
5.64,0
5.645,0
5.65,0
5.655,0
5.66,0
5.665,0
5.67,0
5.675,0
5.68,0
5.685,0
5.69,0
5.695,0
5.7,0
5.705,0
5.71,0
5.715,0
5.72,0
5.725,0
5.73,0
5.735,0
5.74,0
5.745,0
5.75,0
5.755,0
5.76,0
5.765,0
5.77,0
5.775,0
5.78,0
5.785,0
5.79,0
5.795,0
5.8,0
5.805,0
5.81,0
5.815,0
5.82,0
5.825,0
5.83,0
5.835,0
5.84,0
5.845,0
5.85,0
5.855,0
