time_s,Mux_Trajectory_X_1_ch1,Mux_Trajectory_X_1_ch2,Mux_Trajectory_X_1_ch3,Mux_Trajectory_X_1_ch4,Mux_Trajectory_X_1_ch5,Mux_Trajectory_X_1_ch6
3.56,0,-0.311576396,0,-0.284189254,0,0
3.565,0,-0.311576396,0,-0.283211142,0,0
3.57,0,-0.311576396,0,-0.28223303,0,0
3.575,0,-0.311576396,0,-0.281254917,0,0
3.58,0,-0.311576396,0,-0.280276805,0,0
3.585,0,-0.311576396,0,-0.279298693,0,0
3.59,0,-0.311576396,0,-0.278320581,0,0
3.595,0,-0.311576396,0,-0.277342469,0,0
3.6,0,-0.311576396,0,-0.276364356,0,0
3.605,0,-0.311576396,0,-0.275386244,0,0
3.61,0,-0.311576396,0,-0.274408132,0,0
3.615,0,-0.311576396,0,-0.27343002,0,0
3.62,0,-0.311576396,0,-0.272451907,0,0
3.625,0,-0.311576396,0,-0.271473795,0,0
3.63,0,-0.311576396,0,-0.270495683,0,0
3.635,0,-0.311576396,0,-0.269517571,0,0
3.64,0,-0.311576396,0,-0.268539459,0,0
3.645,0,-0.311576396,0,-0.267561346,0,0
3.65,0,-0.311576396,0,-0.266583234,0,0
3.655,0,-0.311576396,0,-0.265605122,0,0
3.66,0,-0.311576396,0,-0.26462701,0,0
3.665,0,-0.311576396,0,-0.263648897,0,0
3.67,0,-0.311576396,0,-0.262670785,0,0
3.675,0,-0.311576396,0,-0.261692673,0,0
3.68,0,-0.311576396,0,-0.260714561,0,0
3.685,0,-0.311576396,0,-0.259736449,0,0
3.69,0,-0.311576396,0,-0.258758336,0,0
3.695,0,-0.311576396,0,-0.257780224,0,0
3.7,0,-0.311576396,0,-0.256802112,0,0
3.705,0,-0.311576396,0,-0.255824,0,0
3.71,0,-0.311576396,0,-0.254845887,0,0
3.715,0,-0.311576396,0,-0.253867775,0,0
3.72,0,-0.311576396,0,-0.252889663,0,0
3.725,0,-0.311576396,0,-0.251911551,0,0
3.73,0,-0.311576396,0,-0.250933439,0,0
3.735,0,-0.311576396,0,-0.249955326,0,0
3.74,0,-0.311576396,0,-0.248977214,0,0
3.745,0,-0.311576396,0,-0.247999102,0,0
3.75,0,-0.311576396,0,-0.24702099,0,0
3.755,0,-0.311576396,0,-0.246042877,0,0
3.76,0,-0.311576396,0,-0.245064765,0,0
3.765,0,-0.311576396,0,-0.244086653,0,0
3.77,0,-0.311576396,0,-0.243108541,0,0
3.775,0,-0.311576396,0,-0.242130429,0,0
3.78,0,-0.311576396,0,-0.241152316,0,0
3.785,0,-0.311576396,0,-0.240174204,0,0
3.79,0,-0.311576396,0,-0.239196092,0,0
3.795,0,-0.311576396,0,-0.23821798,0,0
3.8,0,-0.311576396,0,-0.237239867,0,0
3.805,0,-0.311576396,0,-0.236261755,0,0
3.81,0,-0.311576396,0,-0.235283643,0,0
3.815,0,-0.311576396,0,-0.234305531,0,0
3.82,0,-0.311576396,0,-0.233327419,0,0
3.825,0,-0.311576396,0,-0.232349306,0,0
3.83,0,-0.311576396,0,-0.231371194,0,0
3.835,0,-0.311576396,0,-0.230393082,0,0
3.84,0,-0.311576396,0,-0.22941497,0,0
3.845,0,-0.311576396,0,-0.228436857,0,0
3.85,0,-0.311576396,0,-0.227458745,0,0
3.855,0,-0.311576396,0,-0.226480633,0,0
3.86,0,-0.311576396,0,-0.225502521,0,0
3.865,0,-0.311576396,0,-0.224524409,0,0
3.87,0,-0.311576396,0,-0.223546296,0,0
3.875,0,-0.311576396,0,-0.222568184,0,0
3.88,0,-0.311576396,0,-0.221590072,0,0
3.885,0,-0.311576396,0,-0.22061196,0,0
3.89,0,-0.311576396,0,-0.219633847,0,0
3.895,0,-0.311576396,0,-0.218655735,0,0
3.9,0,-0.311576396,0,-0.217677623,0,0
3.905,0,-0.311576396,0,-0.216699511,0,0
3.91,0,-0.311576396,0,-0.215721399,0,0
3.915,0,-0.311576396,0,-0.214743286,0,0
3.92,0,-0.311576396,0,-0.213765174,0,0
3.925,0,-0.311576396,0,-0.212787062,0,0
3.93,0,-0.311576396,0,-0.21180895,0,0
3.935,0,-0.311576396,0,-0.210830837,0,0
3.94,0,-0.311576396,0,-0.209852725,0,0
3.945,0,-0.311576396,0,-0.208874613,0,0
3.95,0,-0.311576396,0,-0.207896501,0,0
3.955,0,-0.311576396,0,-0.206918389,0,0
3.96,0,-0.311576396,0,-0.205940276,0,0
3.965,0,-0.311576396,0,-0.204962164,0,0
3.97,0,-0.311576396,0,-0.203984052,0,0
3.975,0,-0.311576396,0,-0.20300594,0,0
3.98,0,-0.311576396,0,-0.202027828,0,0
3.985,0,-0.311576396,0,-0.201049715,0,0
3.99,0,-0.311576396,0,-0.200071603,0,0
3.995,0,-0.311576396,0,-0.199093491,0,0
4,0,-0.311576396,0,-0.198115379,0,0
4.005,0,-0.311576396,0,-0.197137266,0,0
4.01,0,-0.311576396,0,-0.196159154,0,0
4.015,0,-0.311576396,0,-0.195376664,0,0
4.02,0,-0.311576396,0,-0.19420293,0,0
4.025,0,-0.311576396,0,-0.193224818,0,0
4.03,0,-0.311576396,0,-0.192246705,0,0
4.035,0,-0.311576396,0,-0.191268593,0,0
4.04,0,-0.311576396,0,-0.190290481,0,0
4.045,0,-0.311576396,0,-0.189312369,0,0
4.05,0,-0.311576396,0,-0.188334256,0,0
4.055,0,-0.311576396,0,-0.187551767,0,0
4.06,0,-0.311576396,0,-0.186378032,0,0
4.065,0,-0.311576396,0,-0.18539992,0,0
4.07,0,-0.311576396,0,-0.184421808,0,0
4.075,0,-0.311576396,0,-0.183443695,0,0
4.08,0,-0.311576396,0,-0.182465583,0,0
4.085,0,-0.311576396,0,-0.181487471,0,0
4.09,0,-0.311576396,0,-0.180509359,0,0
4.095,0,-0.311576396,0,-0.179726869,0,0
4.1,0,-0.311576396,0,-0.178553134,0,0
4.105,0,-0.311576396,0,-0.177575022,0,0
4.11,0,-0.311576396,0,-0.17659691,0,0
4.115,0,-0.311576396,0,-0.175618798,0,0
4.12,0,-0.311576396,0,-0.174640685,0,0
4.125,0,-0.311576396,0,-0.173662573,0,0
4.13,0,-0.311576396,0,-0.172684461,0,0
4.135,0,-0.311576396,0,-0.171706349,0,0
4.14,0,-0.311576396,0,-0.170728236,0,0
4.145,0,-0.311576396,0,-0.169750124,0,0
4.15,0,-0.311576396,0,-0.168772012,0,0
4.155,0,-0.311576396,0,-0.1677939,0,0
4.16,0,-0.311576396,0,-0.166815788,0,0
4.165,0,-0.311576396,0,-0.165837675,0,0
4.17,0,-0.311576396,0,-0.164859563,0,0
4.175,0,-0.311576396,0,-0.163881451,0,0
4.18,0,-0.311576396,0,-0.162903339,0,0
4.185,0,-0.311576396,0,-0.161925226,0,0
4.19,0,-0.311576396,0,-0.160947114,0,0
4.195,0,-0.311576396,0,-0.159969002,0,0
4.2,0,-0.311576396,0,-0.15899089,0,0
4.205,0,-0.311576396,0,-0.158012778,0,0
4.21,0,-0.311576396,0,-0.157034665,0,0
4.215,0,-0.311576396,0,-0.156056553,0,0
4.22,0,-0.311576396,0,-0.155078441,0,0
4.225,0,-0.311576396,0,-0.154100329,0,0
4.23,0,-0.311576396,0,-0.153122216,0,0
4.235,0,-0.311576396,0,-0.152144104,0,0
4.24,0,-0.311576396,0,-0.151165992,0,0
4.245,0,-0.311576396,0,-0.15018788,0,0
4.25,0,-0.311576396,0,-0.149209768,0,0
4.255,0,-0.311576396,0,-0.148231655,0,0
4.26,0,-0.311576396,0,-0.147253543,0,0
4.265,0,-0.311576396,0,-0.146275431,0,0
4.27,0,-0.311576396,0,-0.145297319,0,0
4.275,0,-0.311576396,0,-0.144319206,0,0
4.28,0,-0.311576396,0,-0.143341094,0,0
4.285,0,-0.311576396,0,-0.142362982,0,0
4.29,0,-0.311576396,0,-0.14138487,0,0
4.295,0,-0.311576396,0,-0.140406758,0,0
4.3,0,-0.311576396,0,-0.139428645,0,0
4.305,0,-0.311576396,0,-0.138450533,0,0
4.31,0,-0.311576396,0,-0.137472421,0,0
4.315,0,-0.311576396,0,-0.136494309,0,0
4.32,0,-0.311576396,0,-0.135516196,0,0
4.325,0,-0.311576396,0,-0.134538084,0,0
4.33,0,-0.311576396,0,-0.133559972,0,0
4.335,0,-0.311576396,0,-0.13258186,0,0
4.34,0,-0.311576396,0,-0.131603748,0,0
4.345,0,-0.311576396,0,-0.130625635,0,0
4.35,0,-0.311576396,0,-0.129647523,0,0
4.355,0,-0.311576396,0,-0.128669411,0,0
4.36,0,-0.311576396,0,-0.127691299,0,0
4.365,0,-0.311576396,0,-0.126713187,0,0
4.37,0,-0.311576396,0,-0.125735074,0,0
4.375,0,-0.311576396,0,-0.124756962,0,0
4.38,0,-0.311576396,0,-0.123778857,0,0
4.385,0,-0.311576396,0,-0.122800745,0,0
4.39,0,-0.311576396,0,-0.121822618,0,0
4.395,0,-0.311576396,0,-0.120844506,0,0
4.4,0,-0.311576396,0,-0.119866394,0,0
4.405,0,-0.311576396,0,-0.118888289,0,0
4.41,0,-0.311576396,0,-0.117910177,0,0
4.415,0,-0.311576396,0,-0.116932064,0,0
4.42,0,-0.311576396,0,-0.115953952,0,0
4.425,0,-0.311576396,0,-0.11497584,0,0
4.43,0,-0.311576396,0,-0.113997728,0,0
4.435,0,-0.311576396,0,-0.113019615,0,0
4.44,0,-0.311576396,0,-0.112041511,0,0
4.445,0,-0.311576396,0,-0.111063398,0,0
4.45,0,-0.311576396,0,-0.110085286,0,0
4.455,0,-0.311576396,0,-0.109107174,0,0
4.46,0,-0.311576396,0,-0.108129062,0,0
4.465,0,-0.311576396,0,-0.10715095,0,0
4.47,0,-0.311576396,0,-0.106172837,0,0
4.475,0,-0.311576396,0,-0.105194725,0,0
4.48,0,-0.311576396,0,-0.10421662,0,0
4.485,0,-0.311576396,0,-0.103238478,0,0
4.49,0,-0.311576396,0,-0.102260374,0,0
4.495,0,-0.311576396,0,-0.101282261,0,0
4.5,0,-0.311576396,0,-0.100304149,0,0
4.505,0,-0.311576396,0,-0.0993260369,0,0
4.51,0,-0.311576396,0,-0.0983479246,0,0
4.515,0,-0.311576396,0,-0.0973698124,0,0
4.52,0,-0.311576396,0,-0.0963917002,0,0
4.525,0,-0.311576396,0,-0.095413588,0,0
4.53,0,-0.311576396,0,-0.0944354832,0,0
4.535,0,-0.311576396,0,-0.093457371,0,0
4.54,0,-0.311576396,0,-0.0924792588,0,0
4.545,0,-0.311576396,0,-0.0915011466,0,0
4.55,0,-0.311576396,0,-0.0905230343,0,0
4.555,0,-0.311576396,0,-0.0895449221,0,0
4.56,0,-0.311576396,0,-0.0885668099,0,0
4.565,0,-0.311576396,0,-0.0875887051,0,0
4.57,0,-0.311576396,0,-0.0866105929,0,0
4.575,0,-0.311576396,0,-0.0856324807,0,0
4.58,0,-0.311576396,0,-0.0846543685,0,0
4.585,0,-0.311576396,0,-0.0836762562,0,0
4.59,0,-0.311576396,0,-0.082698144,0,0
4.595,0,-0.311576396,0,-0.0817200318,0,0
4.6,0,-0.311576396,0,-0.0807419196,0,0
4.605,0,-0.311576396,0,-0.0797638148,0,0
4.61,0,-0.311576396,0,-0.0787856728,0,0
4.615,0,-0.311576396,0,-0.077807568,0,0
4.62,0,-0.311576396,0,-0.0768294558,0,0
4.625,0,-0.311576396,0,-0.0758513436,0,0
4.63,0,-0.311576396,0,-0.0748732314,0,0
4.635,0,-0.311576396,0,-0.0738951191,0,0
4.64,0,-0.311576396,0,-0.0729170069,0,0
4.645,0,-0.311576396,0,-0.0719388947,0,0
4.65,0,-0.311576396,0,-0.0709607825,0,0
4.655,0,-0.311576396,0,-0.0699826777,0,0
4.66,0,-0.311576396,0,-0.0690045655,0,0
4.665,0,-0.311576396,0,-0.0680264533,0,0
4.67,0,-0.311576396,0,-0.067048341,0,0
4.675,0,-0.311576396,0,-0.0660702288,0,0
4.68,0,-0.311576396,0,-0.0650921166,0,0
4.685,0,-0.311576396,0,-0.0641140044,0,0
4.69,0,-0.311576396,0,-0.0631358996,0,0
4.695,0,-0.311576396,0,-0.0621577837,0,0
4.7,0,-0.311576396,0,-0.0611796752,0,0
4.705,0,-0.311576396,0,-0.0602015629,0,0
4.71,0,-0.311576396,0,-0.0592234507,0,0
4.715,0,-0.311576396,0,-0.0582453385,0,0
4.72,0,-0.311576396,0,-0.05726723,0,0
4.725,0,-0.311576396,0,-0.0562891178,0,0
4.73,0,-0.311576396,0,-0.0553110056,0,0
4.735,0,-0.311576396,0,-0.054332871,0,0
4.74,0,-0.311576396,0,-0.0533547588,0,0
4.745,0,-0.311576396,0,-0.0523766465,0,0
4.75,0,-0.311576396,0,-0.0513985381,0,0
4.755,0,-0.311576396,0,-0.0504204258,0,0
4.76,0,-0.311576396,0,-0.0494423136,0,0
4.765,0,-0.311576396,0,-0.0484642014,0,0
4.77,0,-0.311576396,0,-0.0474860929,0,0
4.775,0,-0.311576396,0,-0.0465079807,0,0
4.78,0,-0.311576396,0,-0.0455298685,0,0
4.785,0,-0.311576396,0,-0.0445517562,0,0
4.79,0,-0.311576396,0,-0.0435736477,0,0
4.795,0,-0.311576396,0,-0.0425955355,0,0
4.8,0,-0.311576396,0,-0.0416174233,0,0
4.805,0,-0.311576396,0,-0.0406393148,0,0
4.81,0,-0.311576396,0,-0.0396612026,0,0
4.815,0,-0.311576396,0,-0.0386830904,0,0
4.82,0,-0.311576396,0,-0.0377049781,0,0
4.825,0,-0.311576396,0,-0.0367268696,0,0
4.83,0,-0.311576396,0,-0.0357487574,0,0
4.835,0,-0.311576396,0,-0.0347706452,0,0
4.84,0,-0.311576396,0,-0.033792533,0,0
4.845,0,-0.311576396,0,-0.0328144245,0,0
4.85,0,-0.311576396,0,-0.0318363123,0,0
4.855,0,-0.311576396,0,-0.0308582,0,0
4.86,0,-0.311576396,0,-0.0298800655,0,0
4.865,0,-0.311576396,0,-0.0289019533,0,0
4.87,0,-0.311576396,0,-0.0279238429,0,0
4.875,0,-0.311576396,0,-0.0269457307,0,0
4.88,0,-0.311576396,0,-0.0259676203,0,0
4.885,0,-0.311576396,0,-0.0249895081,0,0
4.89,0,-0.311576396,0,-0.0240113977,0,0
4.895,0,-0.311576396,0,-0.0230332855,0,0
4.9,0,-0.311576396,0,-0.0220551752,0,0
4.905,0,-0.311576396,0,-0.0210770629,0,0
4.91,0,-0.311576396,0,-0.0200989526,0,0
4.915,0,-0.311576396,0,-0.0191208404,0,0
4.92,0,-0.311576396,0,-0.01814273,0,0
4.925,0,-0.311576396,0,-0.0171646196,0,0
4.93,0,-0.311576396,0,-0.0161865074,0,0
4.935,0,-0.311576396,0,-0.0152083961,0,0
4.94,0,-0.311576396,0,-0.0142302848,0,0
4.945,0,-0.311576396,0,-0.0132521736,0,0
4.95,0,-0.311576396,0,-0.0122740623,0,0
4.955,0,-0.311576396,0,-0.011295951,0,0
4.96,0,-0.311576396,0,-0.0103178397,0,0
4.965,0,-0.311576396,0,-0.00933972839,0,0
4.97,0,-0.311576396,0,-0.0083616171,0,0
4.975,0,-0.311576396,0,-0.00738350581,0,0
4.98,0,-0.311576396,0,-0.00640539452,0,0
4.985,0,-0.311576396,0,-0.00542725995,0,0
4.99,0,-0.311576396,0,-0.00444914866,0,0
4.995,0,-0.311576396,0,-0.00347103737,0,0
5,0,-0.311576396,0,-0.00249292608,0,0
5.005,0,-0.311576396,0,-0.00151481479,0,0
5.01,0,-0.311576396,0,-0.000536703505,0,0
5.015,0,-0.311576396,0,0.000441407785,0,0
5.02,0,-0.311576396,0,0.00141951907,0,0
5.025,0,-0.311576396,0,0.00239763036,0,0
5.03,0,-0.311576396,0,0.00337574165,0,0
5.035,0,-0.311576396,0,0.00435385294,0,0
5.04,0,-0.311576396,0,0.00533196423,0,0
5.045,0,-0.311576396,0,0.00631007552,0,0
5.05,0,-0.311576396,0,0.00728818681,0,0
5.055,0,-0.311576396,0,0.0082662981,0,0
5.06,0,-0.311576396,0,0.00924440939,0,0
5.065,0,-0.311576396,0,0.0102225207,0,0
5.07,0,-0.311576396,0,0.011200632,0,0
5.075,0,-0.311576396,0,0.0121787433,0,0
5.08,0,-0.311576396,0,0.0131568545,0,0
5.085,0,-0.311576396,0,0.0141349658,0,0
5.09,0,-0.311576396,0,0.0151130771,0,0
5.095,0,-0.311576396,0,0.0160911884,0,0
5.1,0,-0.311576396,0,0.0170692988,0,0
5.105,0,-0.311576396,0,0.018047411,0,0
5.11,0,-0.311576396,0,0.0190255456,0,0
5.115,0,-0.311576396,0,0.0200036578,0,0
5.12,0,-0.311576396,0,0.0209817681,0,0
5.125,0,-0.311576396,0,0.0219598804,0,0
5.13,0,-0.311576396,0,0.0229379907,0,0
5.135,0,-0.311576396,0,0.0239161029,0,0
5.14,0,-0.311576396,0,0.0248942133,0,0
5.145,0,-0.311576396,0,0.0258723255,0,0
5.15,0,-0.311576396,0,0.0268504359,0,0
5.155,0,-0.311576396,0,0.0278285481,0,0
5.16,0,-0.311576396,0,0.0288066585,0,0
5.165,0,-0.311576396,0,0.0297847707,0,0
5.17,0,-0.311576396,0,0.030762881,0,0
5.175,0,-0.311576396,0,0.0317409933,0,0
5.18,0,-0.311576396,0,0.0327191018,0,0
5.185,0,-0.311576396,0,0.033697214,0,0
5.19,0,-0.311576396,0,0.0346753262,0,0
5.195,0,-0.311576396,0,0.0356534384,0,0
5.2,0,-0.311576396,0,0.0366315469,0,0
5.205,0,-0.311576396,0,0.0376096591,0,0
5.21,0,-0.311576396,0,0.0385877714,0,0
5.215,0,-0.311576396,0,0.0395658836,0,0
5.22,0,-0.311576396,0,0.0405439921,0,0
5.225,0,-0.311576396,0,0.0415221043,0,0
5.23,0,-0.311576396,0,0.0425002165,0,0
5.235,0,-0.311576396,0,0.0434783511,0,0
5.24,0,-0.311576396,0,0.0444564633,0,0
5.245,0,-0.311576396,0,0.0454345755,0,0
5.25,0,-0.311576396,0,0.046412684,0,0
5.255,0,-0.311576396,0,0.0473907962,0,0
5.26,0,-0.311576396,0,0.0483689085,0,0
5.265,0,-0.311576396,0,0.0493470207,0,0
5.27,0,-0.311576396,0,0.0503251292,0,0
5.275,0,-0.311576396,0,0.0513032414,0,0
5.28,0,-0.311576396,0,0.0522813536,0,0
5.285,0,-0.311576396,0,0.0532594658,0,0
5.29,0,-0.311576396,0,0.0542375743,0,0
5.295,0,-0.311576396,0,0.0552156866,0,0
5.3,0,-0.311576396,0,0.0561937988,0,0
5.305,0,-0.311576396,0,0.0571719073,0,0
5.31,0,-0.311576396,0,0.0581500195,0,0
5.315,0,-0.311576396,0,0.0591281317,0,0
5.32,0,-0.311576396,0,0.0601062439,0,0
5.325,0,-0.311576396,0,0.0610843524,0,0
5.33,0,-0.311576396,0,0.0620624647,0,0
5.335,0,-0.311576396,0,0.0630405769,0,0
5.34,0,-0.311576396,0,0.0640186891,0,0
5.345,0,-0.311576396,0,0.0649968013,0,0
5.35,0,-0.311576396,0,0.0659749135,0,0
5.355,0,-0.311576396,0,0.0669530183,0,0
5.36,0,-0.311576396,0,0.0679311603,0,0
5.365,0,-0.311576396,0,0.0689092651,0,0
5.37,0,-0.311576396,0,0.0698873773,0,0
5.375,0,-0.311576396,0,0.0708654895,0,0
5.38,0,-0.311576396,0,0.0718436018,0,0
5.385,0,-0.311576396,0,0.072821714,0,0
5.39,0,-0.311576396,0,0.0737998262,0,0
5.395,0,-0.311576396,0,0.0747779384,0,0
5.4,0,-0.311576396,0,0.0757560506,0,0
5.405,0,-0.311576396,0,0.0767341554,0,0
5.41,0,-0.311576396,0,0.0777122676,0,0
5.415,0,-0.311576396,0,0.0786903799,0,0
5.42,0,-0.311576396,0,0.0796684921,0,0
5.425,0,-0.311576396,0,0.0806466267,0,0
5.43,0,-0.311576396,0,0.0816247165,0,0
5.435,0,-0.311576396,0,0.0826028511,0,0
5.44,0,-0.311576396,0,0.0835809335,0,0
5.445,0,-0.311576396,0,0.0845590755,0,0
5.45,0,-0.311576396,0,0.085537158,0,0
5.455,0,-0.311576396,0,0.0865152925,0,0
5.46,0,-0.311576396,0,0.0874933824,0,0
5.465,0,-0.311576396,0,0.088471517,0,0
5.47,0,-0.311576396,0,0.0894496068,0,0
5.475,0,-0.311576396,0,0.0904277414,0,0
5.48,0,-0.311576396,0,0.0914058238,0,0
5.485,0,-0.311576396,0,0.0923839658,0,0
5.49,0,-0.311576396,0,0.0933620483,0,0
5.495,0,-0.311576396,0,0.0943401828,0,0
5.5,0,-0.311576396,0,0.0953182727,0,0
5.505,0,-0.311576396,0,0.0962964073,0,0
5.51,0,-0.311576396,0,0.0972744972,0,0
5.515,0,-0.311576396,0,0.0982526317,0,0
5.52,0,-0.311576396,0,0.0992307141,0,0
5.525,0,-0.311576396,0,0.100208856,0,0
5.53,0,-0.311576396,0,0.101186939,0,0
5.535,0,-0.311576396,0,0.102165073,0,0
5.54,0,-0.311576396,0,0.103143163,0,0
5.545,0,-0.311576396,0,0.104121298,0,0
5.55,0,-0.311576396,0,0.105099432,0,0
5.555,0,-0.311576396,0,0.106077522,0,0
5.56,0,-0.311576396,0,0.107055657,0,0
5.565,0,-0.311576396,0,0.108033739,0,0
5.57,0,-0.311576396,0,0.109011881,0,0
5.575,0,-0.311576396,0,0.109989963,0,0
5.58,0,-0.311576396,0,0.110968098,0,0
5.585,0,-0.311576396,0,0.111946188,0,0
5.59,0,-0.311576396,0,0.112924322,0,0
5.595,0,-0.311576396,0,0.113902412,0,0
5.6,0,-0.311576396,0,0.114880547,0,0
5.605,0,-0.311576396,0,0.115858629,0,0
5.61,0,-0.311576396,0,0.116836771,0,0
5.615,0,-0.311576396,0,0.117814854,0,0
5.62,0,-0.311576396,0,0.118792988,0,0
5.625,0,-0.311576396,0,0.119771078,0,0
5.63,0,-0.311576396,0,0.120749213,0,0
5.635,0,-0.311576396,0,0.121727303,0,0
5.64,0,-0.311576396,0,0.122705437,0,0
5.645,0,-0.311576396,0,0.12368352,0,0
5.65,0,-0.311576396,0,0.124661662,0,0
5.655,0,-0.311576396,0,0.125639752,0,0
5.66,0,-0.311576396,0,0.126617879,0,0
5.665,0,-0.311576396,0,0.127595961,0,0
5.67,0,-0.311576396,0,0.128574103,0,0
5.675,0,-0.311576396,0,0.129552245,0,0
5.68,0,-0.311576396,0,0.130530328,0,0
5.685,0,-0.311576396,0,0.131508455,0,0
5.69,0,-0.311576396,0,0.132486552,0,0
5.695,0,-0.311576396,0,0.133464679,0,0
5.7,0,-0.311576396,0,0.134442776,0,0
5.705,0,-0.311576396,0,0.135420904,0,0
5.71,0,-0.311576396,0,0.136398986,0,0
5.715,0,-0.311576396,0,0.137377128,0,0
5.72,0,-0.311576396,0,0.13835521,0,0
5.725,0,-0.311576396,0,0.139333352,0,0
5.73,0,-0.311576396,0,0.140311435,0,0
5.735,0,-0.311576396,0,0.141289577,0,0
5.74,0,-0.311576396,0,0.142267659,0,0
5.745,0,-0.311576396,0,0.143245801,0,0
5.75,0,-0.311576396,0,0.144223884,0,0
5.755,0,-0.311576396,0,0.145202026,0,0
5.76,0,-0.311576396,0,0.146180108,0,0
5.765,0,-0.311576396,0,0.147158235,0,0
5.77,0,-0.311576396,0,0.148136333,0,0
5.775,0,-0.311576396,0,0.14911446,0,0
5.78,0,-0.311576396,0,0.150092557,0,0
5.785,0,-0.311576396,0,0.151070684,0,0
5.79,0,-0.311576396,0,0.152048767,0,0
5.795,0,-0.311576396,0,0.153026909,0,0
5.8,0,-0.311576396,0,0.154005051,0,0
5.805,0,-0.311576396,0,0.154983133,0,0
5.81,0,-0.311576396,0,0.15596126,0,0
5.815,0,-0.311576396,0,0.156939358,0,0
5.82,0,-0.311576396,0,0.157917485,0,0
5.825,0,-0.311576396,0,0.158895582,0,0
5.83,0,-0.311576396,0,0.159873709,0,0
5.835,0,-0.311576396,0,0.160851792,0,0
5.84,0,-0.311576396,0,0.161829934,0,0
5.845,0,-0.311576396,0,0.162808016,0,0
5.85,0,-0.311576396,0,0.163786158,0,0
5.855,0,-0.311576396,0,0.16476424,0,0
5.86,0,-0.311576396,0,0.165742382,0,0
5.865,0,-0.311576396,0,0.166720465,0,0
5.87,0,-0.311576396,0,0.167698607,0,0
5.875,0,-0.311576396,0,0.168676689,0,0
5.88,0,-0.311576396,0,0.169654831,0,0
5.885,0,-0.311576396,0,0.170632914,0,0
5.89,0,-0.311576396,0,0.171611041,0,0
5.895,0,-0.311576396,0,0.172589138,0,0
5.9,0,-0.311576396,0,0.173567265,0,0
5.905,0,-0.311576396,0,0.174545363,0,0
5.91,0,-0.311576396,0,0.17552349,0,0
5.915,0,-0.311576396,0,0.176501572,0,0
5.92,0,-0.311576396,0,0.177479714,0,0
5.925,0,-0.311576396,0,0.178457856,0,0
5.93,0,-0.311576396,0,0.179435939,0,0
5.935,0,-0.311576396,0,0.180414066,0,0
5.94,0,-0.311576396,0,0.181392163,0,0
5.945,0,-0.311576396,0,0.18237029,0,0
5.95,0,-0.311576396,0,0.183348387,0,0
5.955,0,-0.311576396,0,0.184326515,0,0
5.96,0,-0.311576396,0,0.185304597,0,0
5.965,0,-0.311576396,0,0.186282739,0,0
5.97,0,-0.311576396,0,0.187260821,0,0
5.975,0,-0.311576396,0,0.188238963,0,0
5.98,0,-0.311576396,0,0.189217046,0,0
5.985,0,-0.311576396,0,0.190195188,0,0
5.99,0,-0.311576396,0,0.19117327,0,0
5.995,0,-0.311576396,0,0.192151412,0,0
6,0,-0.311576396,0,0.193129495,0,0
6.005,0,-0.311576396,0,0.194107637,0,0
6.01,0,-0.311576396,0,0.195085719,0,0
6.015,0,-0.311576396,0,0.196063846,0,0
6.02,0,-0.311576396,0,0.197041944,0,0
6.025,0,-0.311576396,0,0.198020071,0,0
6.03,0,-0.311576396,0,0.198998168,0,0
6.035,0,-0.311576396,0,0.199976295,0,0
6.04,0,-0.311576396,0,0.200954378,0,0
6.045,0,-0.311576396,0,0.20193252,0,0
6.05,0,-0.311576396,0,0.202910662,0,0
6.055,0,-0.311576396,0,0.203888744,0,0
6.06,0,-0.311576396,0,0.204866871,0,0
6.065,0,-0.311576396,0,0.205844969,0,0
6.07,0,-0.311576396,0,0.206823096,0,0
6.075,0,-0.311576396,0,0.207801193,0,0
6.08,0,-0.311576396,0,0.20877932,0,0
6.085,0,-0.311576396,0,0.209757403,0,0
6.09,0,-0.311576396,0,0.210735545,0,0
6.095,0,-0.311576396,0,0.211713627,0,0
6.1,0,-0.311576396,0,0.212691769,0,0
6.105,0,-0.311576396,0,0.213669851,0,0
6.11,0,-0.311576396,0,0.214647993,0,0
6.115,0,-0.311576396,0,0.215626076,0,0
6.12,0,-0.311576396,0,0.216604218,0,0
6.125,0,-0.311576396,0,0.2175823,0,0
6.13,0,-0.311576396,0,0.218560442,0,0
6.135,0,-0.311576396,0,0.219538525,0,0
6.14,0,-0.311576396,0,0.220516652,0,0
6.145,0,-0.311576396,0,0.221494749,0,0
6.15,0,-0.311576396,0,0.222472876,0,0
6.155,0,-0.311576396,0,0.223450974,0,0
6.16,0,-0.311576396,0,0.224429101,0,0
6.165,0,-0.311576396,0,0.225407183,0,0
6.17,0,-0.311576396,0,0.226385325,0,0
6.175,0,-0.311576396,0,0.227363467,0,0
6.18,0,-0.311576396,0,0.22834155,0,0
6.185,0,-0.311576396,0,0.229319677,0,0
6.19,0,-0.311576396,0,0.230297774,0,0
6.195,0,-0.311576396,0,0.231275901,0,0
6.2,0,-0.311576396,0,0.232253999,0,0
6.205,0,-0.311576396,0,0.233232126,0,0
6.21,0,-0.311576396,0,0.234210208,0,0
6.215,0,-0.311576396,0,0.23518835,0,0
6.22,0,-0.311576396,0,0.236166432,0,0
6.225,0,-0.311576396,0,0.237144575,0,0
6.23,0,-0.311576396,0,0.238122657,0,0
6.235,0,-0.311576396,0,0.239100799,0,0
