time_s,Mux1_1_ch1,Mux1_1_ch2,Mux1_1_ch3,Mux1_1_ch4,Mux1_1_ch5,Mux1_1_ch6
3.53,0,-0.291648775,0,-0.276866317,0,0
3.535,0,-0.291648775,0,-0.276194364,0,0
3.54,0,-0.291648775,0,-0.275522441,0,0
3.545,0,-0.291648775,0,-0.274850518,0,0
3.55,0,-0.291648775,0,-0.274178594,0,0
3.555,0,-0.291648775,0,-0.273506641,0,0
3.56,0,-0.291648775,0,-0.272834718,0,0
3.565,0,-0.291648775,0,-0.272162795,0,0
3.57,0,-0.291648775,0,-0.271490842,0,0
3.575,0,-0.291648775,0,-0.270818919,0,0
3.58,0,-0.291648775,0,-0.270146996,0,0
3.585,0,-0.291648775,0,-0.269475073,0,0
3.59,0,-0.291648775,0,-0.26880312,0,0
3.595,0,-0.291648775,0,-0.268131196,0,0
3.6,0,-0.291648775,0,-0.267459273,0,0
3.605,0,-0.291648775,0,-0.26678735,0,0
3.61,0,-0.291648775,0,-0.266115427,0,0
3.615,0,-0.291648775,0,-0.265443474,0,0
3.62,0,-0.291648775,0,-0.264771551,0,0
3.625,0,-0.291648775,0,-0.264099628,0,0
3.63,0,-0.291648775,0,-0.263427705,0,0
3.635,0,-0.291648775,0,-0.262755752,0,0
3.64,0,-0.291648775,0,-0.262083828,0,0
3.645,0,-0.291648775,0,-0.261411905,0,0
3.65,0,-0.291648775,0,-0.260739952,0,0
3.655,0,-0.291648775,0,-0.260068029,0,0
3.66,0,-0.291648775,0,-0.259396106,0,0
3.665,0,-0.291648775,0,-0.258724183,0,0
3.67,0,-0.291648775,0,-0.25805223,0,0
3.675,0,-0.291648775,0,-0.257380307,0,0
3.68,0,-0.291648775,0,-0.256708384,0,0
3.685,0,-0.291648775,0,-0.25603646,0,0
3.69,0,-0.291648775,0,-0.255364507,0,0
3.695,0,-0.291648775,0,-0.254692584,0,0
3.7,0,-0.291648775,0,-0.254020661,0,0
3.705,0,-0.291648775,0,-0.253348738,0,0
3.71,0,-0.291648775,0,-0.252676815,0,0
3.715,0,-0.291648775,0,-0.252004862,0,0
3.72,0,-0.291648775,0,-0.251332939,0,0
3.725,0,-0.291648775,0,-0.250661016,0,0
3.73,0,-0.291648775,0,-0.249989077,0,0
3.735,0,-0.291648775,0,-0.249317154,0,0
3.74,0,-0.291648775,0,-0.248645216,0,0
3.745,0,-0.291648775,0,-0.247973293,0,0
3.75,0,-0.291648775,0,-0.247301355,0,0
3.755,0,-0.291648775,0,-0.246629417,0,0
3.76,0,-0.291648775,0,-0.245957494,0,0
3.765,0,-0.291648775,0,-0.245285571,0,0
3.77,0,-0.291648775,0,-0.244613633,0,0
3.775,0,-0.291648775,0,-0.243941709,0,0
3.78,0,-0.291648775,0,-0.243269771,0,0
3.785,0,-0.291648775,0,-0.242597833,0,0
3.79,0,-0.291648775,0,-0.24192591,0,0
3.795,0,-0.291648775,0,-0.241253972,0,0
3.8,0,-0.291648775,0,-0.240582049,0,0
3.805,0,-0.291648775,0,-0.239910126,0,0
3.81,0,-0.291648775,0,-0.239238188,0,0
3.815,0,-0.291648775,0,-0.23856625,0,0
3.82,0,-0.291648775,0,-0.237894326,0,0
3.825,0,-0.291648775,0,-0.237222388,0,0
3.83,0,-0.291648775,0,-0.236550465,0,0
3.835,0,-0.291648775,0,-0.235878542,0,0
3.84,0,-0.291648775,0,-0.235206604,0,0
3.845,0,-0.291648775,0,-0.234534666,0,0
3.85,0,-0.291648775,0,-0.233862743,0,0
3.855,0,-0.291648775,0,-0.233190805,0,0
3.86,0,-0.291648775,0,-0.232518882,0,0
3.865,0,-0.291648775,0,-0.231846958,0,0
3.87,0,-0.291648775,0,-0.23117502,0,0
3.875,0,-0.291648775,0,-0.230503082,0,0
3.88,0,-0.291648775,0,-0.229831159,0,0
3.885,0,-0.291648775,0,-0.229159221,0,0
3.89,0,-0.291648775,0,-0.228487298,0,0
3.895,0,-0.291648775,0,-0.227815375,0,0
3.9,0,-0.291648775,0,-0.227143437,0,0
3.905,0,-0.291648775,0,-0.226471499,0,0
3.91,0,-0.291648775,0,-0.225799575,0,0
3.915,0,-0.291648775,0,-0.225127637,0,0
3.92,0,-0.291648775,0,-0.224455714,0,0
3.925,0,-0.291648775,0,-0.223783791,0,0
3.93,0,-0.291648775,0,-0.223111853,0,0
3.935,0,-0.291648775,0,-0.22243993,0,0
3.94,0,-0.291648775,0,-0.221767992,0,0
3.945,0,-0.291648775,0,-0.221096069,0,0
3.95,0,-0.291648775,0,-0.220424131,0,0
3.955,0,-0.291648775,0,-0.219752192,0,0
3.96,0,-0.291648775,0,-0.219080269,0,0
3.965,0,-0.291648775,0,-0.218408331,0,0
3.97,0,-0.291648775,0,-0.217736408,0,0
3.975,0,-0.291648775,0,-0.21706447,0,0
3.98,0,-0.291648775,0,-0.216392547,0,0
3.985,0,-0.291648775,0,-0.215720624,0,0
3.99,0,-0.291648775,0,-0.215048686,0,0
3.995,0,-0.291648775,0,-0.214376763,0,0
4,0,-0.291648775,0,-0.213704824,0,0
4.005,0,-0.291648775,0,-0.213032901,0,0
4.01,0,-0.291648775,0,-0.212360963,0,0
4.015,0,-0.291648775,0,-0.211823419,0,0
4.02,0,-0.291648775,0,-0.211017102,0,0
4.025,0,-0.291648775,0,-0.210345164,0,0
4.03,0,-0.291648775,0,-0.209673241,0,0
4.035,0,-0.291648775,0,-0.209001303,0,0
4.04,0,-0.291648775,0,-0.20832938,0,0
4.045,0,-0.291648775,0,-0.207657456,0,0
4.05,0,-0.291648775,0,-0.206985518,0,0
4.055,0,-0.291648775,0,-0.206447974,0,0
4.06,0,-0.291648775,0,-0.205641657,0,0
4.065,0,-0.291648775,0,-0.204969734,0,0
4.07,0,-0.291648775,0,-0.204297796,0,0
4.075,0,-0.291648775,0,-0.203625873,0,0
4.08,0,-0.291648775,0,-0.202953935,0,0
4.085,0,-0.291648775,0,-0.202281997,0,0
4.09,0,-0.291648775,0,-0.201610073,0,0
4.095,0,-0.291648775,0,-0.201072529,0,0
4.1,0,-0.291648775,0,-0.200266212,0,0
4.105,0,-0.291648775,0,-0.199594274,0,0
4.11,0,-0.291648775,0,-0.198922351,0,0
4.115,0,-0.291648775,0,-0.198250428,0,0
4.12,0,-0.291648775,0,-0.19757849,0,0
4.125,0,-0.291648775,0,-0.196906567,0,0
4.13,0,-0.291648775,0,-0.196234629,0,0
4.135,0,-0.291648775,0,-0.195562705,0,0
4.14,0,-0.291648775,0,-0.194890767,0,0
4.145,0,-0.291648775,0,-0.194218829,0,0
4.15,0,-0.291648775,0,-0.193546906,0,0
4.155,0,-0.291648775,0,-0.192874968,0,0
4.16,0,-0.291648775,0,-0.192203045,0,0
4.165,0,-0.291648775,0,-0.191531107,0,0
4.17,0,-0.291648775,0,-0.190859184,0,0
4.175,0,-0.291648775,0,-0.190187261,0,0
4.18,0,-0.291648775,0,-0.189515322,0,0
4.185,0,-0.291648775,0,-0.188843399,0,0
4.19,0,-0.291648775,0,-0.188171461,0,0
4.195,0,-0.291648775,0,-0.187499538,0,0
4.2,0,-0.291648775,0,-0.1868276,0,0
4.205,0,-0.291648775,0,-0.186155662,0,0
4.21,0,-0.291648775,0,-0.185483739,0,0
4.215,0,-0.291648775,0,-0.184811801,0,0
4.22,0,-0.291648775,0,-0.184139878,0,0
4.225,0,-0.291648775,0,-0.183467939,0,0
4.23,0,-0.291648775,0,-0.182796016,0,0
4.235,0,-0.291648775,0,-0.182124093,0,0
4.24,0,-0.291648775,0,-0.181452155,0,0
4.245,0,-0.291648775,0,-0.180780232,0,0
4.25,0,-0.291648775,0,-0.180108294,0,0
4.255,0,-0.291648775,0,-0.179436371,0,0
4.26,0,-0.291648775,0,-0.178764433,0,0
4.265,0,-0.291648775,0,-0.178092495,0,0
4.27,0,-0.291648775,0,-0.177420571,0,0
4.275,0,-0.291648775,0,-0.176748633,0,0
4.28,0,-0.291648775,0,-0.17607671,0,0
4.285,0,-0.291648775,0,-0.175404772,0,0
4.29,0,-0.291648775,0,-0.174732849,0,0
4.295,0,-0.291648775,0,-0.174060911,0,0
4.3,0,-0.291648775,0,-0.173388988,0,0
4.305,0,-0.291648775,0,-0.172717065,0,0
4.31,0,-0.291648775,0,-0.172045127,0,0
4.315,0,-0.291648775,0,-0.171373203,0,0
4.32,0,-0.291648775,0,-0.170701265,0,0
4.325,0,-0.291648775,0,-0.170029342,0,0
4.33,0,-0.291648775,0,-0.169357404,0,0
4.335,0,-0.291648775,0,-0.168685466,0,0
4.34,0,-0.291648775,0,-0.168013543,0,0
4.345,0,-0.291648775,0,-0.167341605,0,0
4.35,0,-0.291648775,0,-0.166669682,0,0
4.355,0,-0.291648775,0,-0.165997744,0,0
4.36,0,-0.291648775,0,-0.16532582,0,0
4.365,0,-0.291648775,0,-0.164653897,0,0
4.37,0,-0.291648775,0,-0.163981959,0,0
4.375,0,-0.291648775,0,-0.163310036,0,0
4.38,0,-0.291648775,0,-0.162638098,0,0
4.385,0,-0.291648775,0,-0.161966175,0,0
4.39,0,-0.291648775,0,-0.161294237,0,0
4.395,0,-0.291648775,0,-0.160622299,0,0
4.4,0,-0.291648775,0,-0.159950376,0,0
4.405,0,-0.291648775,0,-0.159278437,0,0
4.41,0,-0.291648775,0,-0.158606514,0,0
4.415,0,-0.291648775,0,-0.157934576,0,0
4.42,0,-0.291648775,0,-0.157262653,0,0
4.425,0,-0.291648775,0,-0.15659073,0,0
4.43,0,-0.291648775,0,-0.155918792,0,0
4.435,0,-0.291648775,0,-0.155246869,0,0
4.44,0,-0.291648775,0,-0.154574931,0,0
4.445,0,-0.291648775,0,-0.153903008,0,0
4.45,0,-0.291648775,0,-0.153231069,0,0
4.455,0,-0.291648775,0,-0.152559146,0,0
4.46,0,-0.291648775,0,-0.151887208,0,0
4.465,0,-0.291648775,0,-0.151215285,0,0
4.47,0,-0.291648775,0,-0.150543347,0,0
4.475,0,-0.291648775,0,-0.149871424,0,0
4.48,0,-0.291648775,0,-0.149199501,0,0
4.485,0,-0.291648775,0,-0.148527548,0,0
4.49,0,-0.291648775,0,-0.147855625,0,0
4.495,0,-0.291648775,0,-0.147183686,0,0
4.5,0,-0.291648775,0,-0.146511763,0,0
4.505,0,-0.291648775,0,-0.145839825,0,0
4.51,0,-0.291648775,0,-0.145167902,0,0
4.515,0,-0.291648775,0,-0.144495964,0,0
4.52,0,-0.291648775,0,-0.143824041,0,0
4.525,0,-0.291648775,0,-0.143152103,0,0
4.53,0,-0.291648775,0,-0.14248018,0,0
4.535,0,-0.291648775,0,-0.141808242,0,0
4.54,0,-0.291648775,0,-0.141136318,0,0
4.545,0,-0.291648775,0,-0.140464395,0,0
4.55,0,-0.291648775,0,-0.139792457,0,0
4.555,0,-0.291648775,0,-0.139120534,0,0
4.56,0,-0.291648775,0,-0.138448596,0,0
4.565,0,-0.291648775,0,-0.137776673,0,0
4.57,0,-0.291648775,0,-0.137104735,0,0
4.575,0,-0.291648775,0,-0.136432812,0,0
4.58,0,-0.291648775,0,-0.135760874,0,0
4.585,0,-0.291648775,0,-0.13508895,0,0
4.59,0,-0.291648775,0,-0.134417012,0,0
4.595,0,-0.291648775,0,-0.133745089,0,0
4.6,0,-0.291648775,0,-0.133073151,0,0
4.605,0,-0.291648775,0,-0.132401228,0,0
4.61,0,-0.291648775,0,-0.131729275,0,0
4.615,0,-0.291648775,0,-0.131057352,0,0
4.62,0,-0.291648775,0,-0.130385429,0,0
4.625,0,-0.291648775,0,-0.129713491,0,0
4.63,0,-0.291648775,0,-0.129041567,0,0
4.635,0,-0.291648775,0,-0.128369629,0,0
4.64,0,-0.291648775,0,-0.127697706,0,0
4.645,0,-0.291648775,0,-0.127025768,0,0
4.65,0,-0.291648775,0,-0.126353845,0,0
4.655,0,-0.291648775,0,-0.125681907,0,0
4.66,0,-0.291648775,0,-0.125009984,0,0
4.665,0,-0.291648775,0,-0.124338053,0,0
4.67,0,-0.291648775,0,-0.123666123,0,0
4.675,0,-0.291648775,0,-0.122994192,0,0
4.68,0,-0.291648775,0,-0.122322261,0,0
4.685,0,-0.291648775,0,-0.121650331,0,0
4.69,0,-0.291648775,0,-0.1209784,0,0
4.695,0,-0.291648775,0,-0.12030647,0,0
4.7,0,-0.291648775,0,-0.119634546,0,0
4.705,0,-0.291648775,0,-0.118962616,0,0
4.71,0,-0.291648775,0,-0.118290685,0,0
4.715,0,-0.291648775,0,-0.117618755,0,0
4.72,0,-0.291648775,0,-0.116946824,0,0
4.725,0,-0.291648775,0,-0.116274893,0,0
4.73,0,-0.291648775,0,-0.115602963,0,0
4.735,0,-0.291648775,0,-0.114931017,0,0
4.74,0,-0.291648775,0,-0.114259087,0,0
4.745,0,-0.291648775,0,-0.113587156,0,0
4.75,0,-0.291648775,0,-0.112915225,0,0
4.755,0,-0.291648775,0,-0.112243295,0,0
4.76,0,-0.291648775,0,-0.111571364,0,0
4.765,0,-0.291648775,0,-0.110899433,0,0
4.77,0,-0.291648775,0,-0.11022751,0,0
4.775,0,-0.291648775,0,-0.10955558,0,0
4.78,0,-0.291648775,0,-0.108883649,0,0
4.785,0,-0.291648775,0,-0.108211718,0,0
4.79,0,-0.291648775,0,-0.107539788,0,0
4.795,0,-0.291648775,0,-0.106867857,0,0
4.8,0,-0.291648775,0,-0.106195927,0,0
4.805,0,-0.291648775,0,-0.105523996,0,0
4.81,0,-0.291648775,0,-0.104852065,0,0
4.815,0,-0.291648775,0,-0.104180135,0,0
4.82,0,-0.291648775,0,-0.103508204,0,0
4.825,0,-0.291648775,0,-0.102836281,0,0
4.83,0,-0.291648775,0,-0.10216435,0,0
4.835,0,-0.291648775,0,-0.10149242,0,0
4.84,0,-0.291648775,0,-0.100820489,0,0
4.845,0,-0.291648775,0,-0.100148559,0,0
4.85,0,-0.291648775,0,-0.099476628,0,0
4.855,0,-0.291648775,0,-0.0988046974,0,0
4.86,0,-0.291648775,0,-0.0981327519,0,0
4.865,0,-0.291648775,0,-0.0974608213,0,0
4.87,0,-0.291648775,0,-0.0967888907,0,0
4.875,0,-0.291648775,0,-0.09611696,0,0
4.88,0,-0.291648775,0,-0.0954450294,0,0
4.885,0,-0.291648775,0,-0.0947730988,0,0
4.89,0,-0.291648775,0,-0.0941011682,0,0
4.895,0,-0.291648775,0,-0.0934292451,0,0
4.9,0,-0.291648775,0,-0.0927573144,0,0
4.905,0,-0.291648775,0,-0.0920853838,0,0
4.91,0,-0.291648775,0,-0.0914134532,0,0
4.915,0,-0.291648775,0,-0.0907415226,0,0
4.92,0,-0.291648775,0,-0.090069592,0,0
4.925,0,-0.291648775,0,-0.0893976614,0,0
4.93,0,-0.291648775,0,-0.0887257308,0,0
4.935,0,-0.291648775,0,-0.0880538002,0,0
4.94,0,-0.291648775,0,-0.0873818696,0,0
4.945,0,-0.291648775,0,-0.0867099389,0,0
4.95,0,-0.291648775,0,-0.0860380158,0,0
4.955,0,-0.291648775,0,-0.0853660852,0,0
4.96,0,-0.291648775,0,-0.0846941546,0,0
4.965,0,-0.291648775,0,-0.0840222239,0,0
4.97,0,-0.291648775,0,-0.0833502933,0,0
4.975,0,-0.291648775,0,-0.0826783627,0,0
4.98,0,-0.291648775,0,-0.0820064321,0,0
4.985,0,-0.291648775,0,-0.0813344866,0,0
4.99,0,-0.291648775,0,-0.080662556,0,0
4.995,0,-0.291648775,0,-0.0799906254,0,0
5,0,-0.291648775,0,-0.0793186948,0,0
5.005,0,-0.291648775,0,-0.0786467642,0,0
5.01,0,-0.291648775,0,-0.0779748335,0,0
5.015,0,-0.291648775,0,-0.0773029029,0,0
5.02,0,-0.291648775,0,-0.0766309798,0,0
5.025,0,-0.291648775,0,-0.0759590492,0,0
5.03,0,-0.291648775,0,-0.0752871186,0,0
5.035,0,-0.291648775,0,-0.0746151879,0,0
5.04,0,-0.291648775,0,-0.0739432573,0,0
5.045,0,-0.291648775,0,-0.0732713267,0,0
5.05,0,-0.291648775,0,-0.0725993961,0,0
5.055,0,-0.291648775,0,-0.0719274655,0,0
5.06,0,-0.291648775,0,-0.0712555349,0,0
5.065,0,-0.291648775,0,-0.0705836043,0,0
5.07,0,-0.291648775,0,-0.0699116737,0,0
5.075,0,-0.291648775,0,-0.0692397505,0,0
5.08,0,-0.291648775,0,-0.0685678199,0,0
5.085,0,-0.291648775,0,-0.0678958893,0,0
5.09,0,-0.291648775,0,-0.0672239587,0,0
5.095,0,-0.291648775,0,-0.0665520281,0,0
5.1,0,-0.291648775,0,-0.0658800974,0,0
5.105,0,-0.291648775,0,-0.0652081668,0,0
5.11,0,-0.291648775,0,-0.0645362213,0,0
5.115,0,-0.291648775,0,-0.0638642907,0,0
5.12,0,-0.291648775,0,-0.0631923601,0,0
5.125,0,-0.291648775,0,-0.0625204295,0,0
5.13,0,-0.291648775,0,-0.0618485026,0,0
5.135,0,-0.291648775,0,-0.061176572,0,0
5.14,0,-0.291648775,0,-0.0605046414,0,0
5.145,0,-0.291648775,0,-0.0598327108,0,0
5.15,0,-0.291648775,0,-0.0591607802,0,0
5.155,0,-0.291648775,0,-0.0584888496,0,0
5.16,0,-0.291648775,0,-0.0578169227,0,0
5.165,0,-0.291648775,0,-0.0571449921,0,0
5.17,0,-0.291648775,0,-0.0564730614,0,0
5.175,0,-0.291648775,0,-0.0558011308,0,0
5.18,0,-0.291648775,0,-0.0551292002,0,0
5.185,0,-0.291648775,0,-0.0544572733,0,0
5.19,0,-0.291648775,0,-0.0537853427,0,0
5.195,0,-0.291648775,0,-0.0531134121,0,0
5.2,0,-0.291648775,0,-0.0524414815,0,0
5.205,0,-0.291648775,0,-0.0517695509,0,0
5.21,0,-0.291648775,0,-0.0510976203,0,0
5.215,0,-0.291648775,0,-0.0504256934,0,0
5.22,0,-0.291648775,0,-0.0497537628,0,0
5.225,0,-0.291648775,0,-0.0490818322,0,0
5.23,0,-0.291648775,0,-0.0484099016,0,0
5.235,0,-0.291648775,0,-0.047737956,0,0
5.24,0,-0.291648775,0,-0.0470660254,0,0
5.245,0,-0.291648775,0,-0.0463940948,0,0
5.25,0,-0.291648775,0,-0.0457221642,0,0
5.255,0,-0.291648775,0,-0.0450502373,0,0
5.26,0,-0.291648775,0,-0.0443783067,0,0
5.265,0,-0.291648775,0,-0.0437063761,0,0
5.27,0,-0.291648775,0,-0.0430344455,0,0
5.275,0,-0.291648775,0,-0.0423625149,0,0
5.28,0,-0.291648775,0,-0.0416905843,0,0
5.285,0,-0.291648775,0,-0.0410186574,0,0
5.29,0,-0.291648775,0,-0.0403467268,0,0
5.295,0,-0.291648775,0,-0.0396747962,0,0
5.3,0,-0.291648775,0,-0.0390028656,0,0
5.305,0,-0.291648775,0,-0.0383309349,0,0
5.31,0,-0.291648775,0,-0.0376590081,0,0
5.315,0,-0.291648775,0,-0.0369870774,0,0
5.32,0,-0.291648775,0,-0.0363151468,0,0
5.325,0,-0.291648775,0,-0.0356432162,0,0
5.33,0,-0.291648775,0,-0.0349712856,0,0
5.335,0,-0.291648775,0,-0.034299355,0,0
5.34,0,-0.291648775,0,-0.0336274281,0,0
5.345,0,-0.291648775,0,-0.0329554975,0,0
5.35,0,-0.291648775,0,-0.0322835669,0,0
5.355,0,-0.291648775,0,-0.0316116363,0,0
5.36,0,-0.291648775,0,-0.0309396908,0,0
5.365,0,-0.291648775,0,-0.0302677602,0,0
5.37,0,-0.291648775,0,-0.0295958314,0,0
5.375,0,-0.291648775,0,-0.0289239008,0,0
5.38,0,-0.291648775,0,-0.0282519702,0,0
5.385,0,-0.291648775,0,-0.0275800414,0,0
5.39,0,-0.291648775,0,-0.0269081108,0,0
5.395,0,-0.291648775,0,-0.0262361802,0,0
5.4,0,-0.291648775,0,-0.0255642515,0,0
5.405,0,-0.291648775,0,-0.0248923209,0,0
5.41,0,-0.291648775,0,-0.0242203902,0,0
5.415,0,-0.291648775,0,-0.0235484615,0,0
5.42,0,-0.291648775,0,-0.0228765309,0,0
5.425,0,-0.291648775,0,-0.0222045854,0,0
5.43,0,-0.291648775,0,-0.0215326715,0,0
5.435,0,-0.291648775,0,-0.0208607242,0,0
5.44,0,-0.291648775,0,-0.0201888103,0,0
5.445,0,-0.291648775,0,-0.0195168648,0,0
5.45,0,-0.291648775,0,-0.0188449509,0,0
5.455,0,-0.291648775,0,-0.0181730054,0,0
5.46,0,-0.291648775,0,-0.0175010916,0,0
5.465,0,-0.291648775,0,-0.0168291442,0,0
5.47,0,-0.291648775,0,-0.0161572304,0,0
5.475,0,-0.291648775,0,-0.0154852849,0,0
5.48,0,-0.291648775,0,-0.014813371,0,0
5.485,0,-0.291648775,0,-0.0141414255,0,0
5.49,0,-0.291648775,0,-0.0134695116,0,0
5.495,0,-0.291648775,0,-0.0127975652,0,0
5.5,0,-0.291648775,0,-0.0121256514,0,0
5.505,0,-0.291648775,0,-0.0114537049,0,0
5.51,0,-0.291648775,0,-0.0107817911,0,0
5.515,0,-0.291648775,0,-0.0101098455,0,0
5.52,0,-0.291648775,0,-0.0094379317,0,0
5.525,0,-0.291648775,0,-0.00876598526,0,0
5.53,0,-0.291648775,0,-0.00809407141,0,0
5.535,0,-0.291648775,0,-0.00742212543,0,0
5.54,0,-0.291648775,0,-0.00675021159,0,0
5.545,0,-0.291648775,0,-0.00607826561,0,0
5.55,0,-0.291648775,0,-0.00540631963,0,0
5.555,0,-0.291648775,0,-0.00473440578,0,0
5.56,0,-0.291648775,0,-0.0040624598,0,0
5.565,0,-0.291648775,0,-0.00339054572,0,0
5.57,0,-0.291648775,0,-0.00271859975,0,0
5.575,0,-0.291648775,0,-0.0020466859,0,0
5.58,0,-0.291648775,0,-0.0013747398,0,0
5.585,0,-0.291648775,0,-0.000702825841,0,0
5.59,0,-0.291648775,0,-3.08798553e-05,0,0
5.595,0,-0.291648775,0,0.000641034101,0,0
5.6,0,-0.291648775,0,0.00131298008,0,0
5.605,0,-0.291648775,0,0.00198489404,0,0
5.61,0,-0.291648775,0,0.00265684002,0,0
5.615,0,-0.291648775,0,0.00332875387,0,0
5.62,0,-0.291648775,0,0.00400070008,0,0
5.625,0,-0.291648775,0,0.00467261393,0,0
5.63,0,-0.291648775,0,0.0053445599,0,0
5.635,0,-0.291648775,0,0.00601647375,0,0
5.64,0,-0.291648775,0,0.00668841973,0,0
5.645,0,-0.291648775,0,0.00736033358,0,0
5.65,0,-0.291648775,0,0.00803228002,0,0
5.655,0,-0.291648775,0,0.00870419387,0,0
5.66,0,-0.291648775,0,0.00937613938,0,0
5.665,0,-0.291648775,0,0.0100480532,0,0
5.67,0,-0.291648775,0,0.0107199997,0,0
5.675,0,-0.291648775,0,0.0113919461,0,0
5.68,0,-0.291648775,0,0.01206386,0,0
5.685,0,-0.291648775,0,0.0127358055,0,0
5.69,0,-0.291648775,0,0.0134077193,0,0
5.695,0,-0.291648775,0,0.0140796658,0,0
5.7,0,-0.291648775,0,0.0147515796,0,0
5.705,0,-0.291648775,0,0.0154235251,0,0
5.71,0,-0.291648775,0,0.016095439,0,0
5.715,0,-0.291648775,0,0.0167673863,0,0
5.72,0,-0.291648775,0,0.0174393002,0,0
5.725,0,-0.291648775,0,0.0181112457,0,0
5.73,0,-0.291648775,0,0.0187831596,0,0
5.735,0,-0.291648775,0,0.0194551051,0,0
5.74,0,-0.291648775,0,0.0201270189,0,0
5.745,0,-0.291648775,0,0.0207989644,0,0
5.75,0,-0.291648775,0,0.0214708783,0,0
5.755,0,-0.291648775,0,0.0221428256,0,0
5.76,0,-0.291648775,0,0.0228147395,0,0
5.765,0,-0.291648775,0,0.023486685,0,0
5.77,0,-0.291648775,0,0.0241585989,0,0
5.775,0,-0.291648775,0,0.0248305444,0,0
5.78,0,-0.291648775,0,0.0255024582,0,0
5.785,0,-0.291648775,0,0.0261744056,0,0
5.79,0,-0.291648775,0,0.0268463194,0,0
5.795,0,-0.291648775,0,0.0275182649,0,0
5.8,0,-0.291648775,0,0.0281902105,0,0
5.805,0,-0.291648775,0,0.0288621243,0,0
5.81,0,-0.291648775,0,0.0295340717,0,0
5.815,0,-0.291648775,0,0.0302059855,0,0
5.82,0,-0.291648775,0,0.030877931,0,0
5.825,0,-0.291648775,0,0.0315498449,0,0
5.83,0,-0.291648775,0,0.0322217904,0,0
5.835,0,-0.291648775,0,0.0328937061,0,0
5.84,0,-0.291648775,0,0.0335656516,0,0
5.845,0,-0.291648775,0,0.0342375636,0,0
5.85,0,-0.291648775,0,0.0349095091,0,0
5.855,0,-0.291648775,0,0.0355814248,0,0
5.86,0,-0.291648775,0,0.0362533703,0,0
5.865,0,-0.291648775,0,0.0369252861,0,0
5.87,0,-0.291648775,0,0.0375972316,0,0
5.875,0,-0.291648775,0,0.0382691436,0,0
5.88,0,-0.291648775,0,0.0389410891,0,0
5.885,0,-0.291648775,0,0.0396130048,0,0
5.89,0,-0.291648775,0,0.0402849503,0,0
5.895,0,-0.291648775,0,0.040956866,0,0
5.9,0,-0.291648775,0,0.0416288115,0,0
5.905,0,-0.291648775,0,0.0423007235,0,0
5.91,0,-0.291648775,0,0.042972669,0,0
5.915,0,-0.291648775,0,0.0436445847,0,0
5.92,0,-0.291648775,0,0.0443165302,0,0
5.925,0,-0.291648775,0,0.0449884757,0,0
5.93,0,-0.291648775,0,0.0456603914,0,0
5.935,0,-0.291648775,0,0.046332337,0,0
5.94,0,-0.291648775,0,0.0470042489,0,0
5.945,0,-0.291648775,0,0.0476761945,0,0
5.95,0,-0.291648775,0,0.0483481102,0,0
5.955,0,-0.291648775,0,0.0490200557,0,0
5.96,0,-0.291648775,0,0.0496919714,0,0
5.965,0,-0.291648775,0,0.0503639169,0,0
5.97,0,-0.291648775,0,0.0510358289,0,0
5.975,0,-0.291648775,0,0.0517077744,0,0
5.98,0,-0.291648775,0,0.0523796901,0,0
5.985,0,-0.291648775,0,0.0530516356,0,0
5.99,0,-0.291648775,0,0.0537235513,0,0
5.995,0,-0.291648775,0,0.0543954968,0,0
6,0,-0.291648775,0,0.0550674088,0,0
6.005,0,-0.291648775,0,0.0557393543,0,0
6.01,0,-0.291648775,0,0.0564112701,0,0
6.015,0,-0.291648775,0,0.0570832156,0,0
6.02,0,-0.291648775,0,0.0577551313,0,0
6.025,0,-0.291648775,0,0.0584270768,0,0
6.03,0,-0.291648775,0,0.0590989888,0,0
6.035,0,-0.291648775,0,0.0597709343,0,0
6.04,0,-0.291648775,0,0.06044285,0,0
6.045,0,-0.291648775,0,0.0611147955,0,0
6.05,0,-0.291648775,0,0.061786741,0,0
6.055,0,-0.291648775,0,0.0624586567,0,0
6.06,0,-0.291648775,0,0.0631306022,0,0
6.065,0,-0.291648775,0,0.063802518,0,0
6.07,0,-0.291648775,0,0.0644744635,0,0
6.075,0,-0.291648775,0,0.0651463717,0,0
6.08,0,-0.291648775,0,0.0658183247,0,0
6.085,0,-0.291648775,0,0.0664902329,0,0
6.09,0,-0.291648775,0,0.0671621785,0,0
6.095,0,-0.291648775,0,0.0678340942,0,0
6.1,0,-0.291648775,0,0.0685060397,0,0
6.105,0,-0.291648775,0,0.0691779554,0,0
6.11,0,-0.291648775,0,0.0698499009,0,0
6.115,0,-0.291648775,0,0.0705218166,0,0
6.12,0,-0.291648775,0,0.0711937621,0,0
6.125,0,-0.291648775,0,0.0718656778,0,0
6.13,0,-0.291648775,0,0.0725376233,0,0
6.135,0,-0.291648775,0,0.0732095316,0,0
6.14,0,-0.291648775,0,0.0738814846,0,0
6.145,0,-0.291648775,0,0.0745533928,0,0
6.15,0,-0.291648775,0,0.0752253383,0,0
6.155,0,-0.291648775,0,0.075897254,0,0
6.16,0,-0.291648775,0,0.0765691996,0,0
6.165,0,-0.291648775,0,0.0772411153,0,0
6.17,0,-0.291648775,0,0.0779130608,0,0
6.175,0,-0.291648775,0,0.0785850063,0,0
