time_s,src2_yaw_u
2.25,2.19896817
2.255,2.19896817
2.26,2.19896817
2.265,2.19896817
2.27,2.22388482
2.275,2.36230278
2.28,2.35653496
2.285,2.35653496
2.29,2.3284893
2.295,2.40596986
2.3,2.40596986
2.305,2.40596986
2.31,2.3721869
2.315,2.32909608
2.32,2.32909608
2.325,2.32909608
2.33,2.32909608
2.335,2.32909608
2.34,2.35053849
2.345,2.40665317
2.35,3.02754331
2.355,3.42302227
2.36,3.8561244
2.365,3.8561244
2.37,3.8561244
2.375,3.8561244
2.38,3.81172132
2.385,3.81172132
2.39,3.81172132
2.395,3.81172132
2.4,3.74562025
2.405,3.76748586
2.41,3.74807668
2.415,3.74807668
2.42,3.8576231
2.425,3.83265972
2.43,3.83265972
2.435,3.83265972
2.44,3.79698467
2.445,3.51689434
2.45,3.51689434
2.455,3.51689434
2.46,3.50505352
2.465,3.21632671
2.47,3.21632671
2.475,3.21632671
2.48,2.60942364
2.485,2.23137188
2.49,2.23137188
2.495,2.23137188
2.5,2.22514629
2.505,2.6933167
2.51,2.6933167
2.515,2.6933167
2.52,3.24954629
2.525,3.56340265
2.53,3.56340265
2.535,3.56340265
2.54,3.2205987
2.545,2.62455988
2.55,2.43034601
2.555,2.43034601
2.56,2.07540894
2.565,2.07540894
2.57,2.07540894
2.575,2.07540894
2.58,2.48212194
2.585,2.2674613
2.59,2.2674613
2.595,2.2674613
2.6,2.37416101
2.605,2.10093713
2.61,2.08201623
2.615,2.08201623
2.62,2.31568885
2.625,2.03717923
2.63,2.03717923
2.635,2.03717923
2.64,1.21268582
2.645,1.95178843
2.65,1.95178843
2.655,1.95178843
2.66,2.15261149
2.665,2.10835195
2.67,2.10835195
2.675,2.10835195
2.68,1.65125966
2.685,1.22047353
2.69,1.22047353
2.695,1.22047353
2.7,0.618788958
2.705,0.671126068
2.71,0.671126068
2.715,0.671126068
2.72,0.671126068
2.725,0.671126068
2.73,1.14881325
2.735,1.112988
2.74,1.112988
2.745,1.112988
2.75,0.484722614
2.755,0.0753450394
2.76,0.0753450394
2.765,0.0753450394
2.77,0.355428398
2.775,0.688079417
2.78,0.688079417
2.785,0.688079417
2.79,0.590423167
2.795,0.833877623
2.8,0.833877623
2.805,0.833877623
2.81,0.649826109
2.815,0.689664364
2.82,0.689664364
2.825,0.689664364
2.83,0.95053643
2.835,-0.128534615
2.84,-0.128534615
2.845,-0.128534615
2.85,0.51127255
2.855,0.673990905
2.86,0.673990905
2.865,0.673990905
2.87,0.940587997
2.875,0.995717406
2.88,0.995717406
2.885,0.995717406
2.89,1.0231756
2.895,0.618329406
2.9,0.618329406
2.905,0.618329406
2.91,0.638448536
2.915,0.798502088
2.92,0.798502088
2.925,0.798502088
2.93,1.19158101
2.935,1.22299957
2.94,0.917640686
2.945,0.917640686
2.95,0.841682434
2.955,0.0385818481
2.96,0.0385818481
2.965,0.0385818481
2.97,0.349194825
2.975,0.0660817325
2.98,0.0660817325
2.985,0.0660817325
2.99,0.314366281
2.995,0.146720231
3,0.146720231
3.005,0.146720231
3.01,-0.580513656
3.015,-0.267436147
3.02,-0.267436147
3.025,-0.267436147
3.03,-0.231369555
3.035,-0.30867058
3.04,-0.30867058
3.045,-0.30867058
3.05,0.306126893
3.055,0.124852479
3.06,0.124852479
3.065,0.124852479
3.07,0.444674313
3.075,-0.0567905307
3.08,-0.0567905307
3.085,-0.0567905307
3.09,0.320431381
3.095,0.760223746
3.1,0.760223746
3.105,0.760223746
3.11,0.760223746
3.115,0.760223746
3.12,0.503500223
3.125,0.404562235
3.13,0.987425983
3.135,0.694823444
3.14,0.694823444
3.145,0.694823444
3.15,0.694823444
3.155,0.694823444
3.16,1.23576427
3.165,1.40601397
3.17,1.40601397
3.175,1.40601397
3.18,1.52409899
3.185,1.76120603
3.19,1.2472595
3.195,1.2472595
3.2,0.995516896
3.205,1.14444709
3.21,1.14444709
3.215,1.14444709
3.22,1.46535563
3.225,1.66465151
3.23,1.66465151
3.235,1.66465151
3.24,2.04368401
3.245,1.64307976
3.25,1.64307976
3.255,1.64307976
3.26,1.44628859
3.265,2.01739407
3.27,2.01739407
3.275,2.01739407
3.28,2.1181066
3.285,2.23582864
3.29,2.23582864
3.295,2.23582864
3.3,1.55253649
3.305,1.61075997
3.31,1.61075997
3.315,1.61075997
3.32,0.879406214
3.325,0.245769739
3.33,0.357776999
3.335,0.357776999
3.34,0.074390769
3.345,0.074390769
3.35,0.074390769
3.355,0.074390769
3.36,0.465777069
3.365,0.656217754
3.37,0.656217754
3.375,0.656217754
3.38,2.25743532
3.385,2.68058562
3.39,2.68058562
3.395,2.68058562
3.4,2.35548186
3.405,2.35548186
3.41,2.35548186
3.415,2.35548186
3.42,2.86830139
3.425,2.86830139
3.43,2.86830139
3.435,2.86830139
3.44,2.86830139
3.445,2.86830139
3.45,2.86830139
3.455,2.86830139
3.46,2.86830139
3.465,2.86830139
3.47,2.86830139
3.475,2.86830139
3.48,2.86830139
3.485,2.86830139
3.49,2.86830139
3.495,2.86830139
3.5,2.86830139
3.505,2.86830139
3.51,2.86830139
3.515,2.86830139
3.52,2.86830139
3.525,2.86830139
3.53,2.86830139
3.535,2.86830139
3.54,2.86830139
3.545,2.86830139
3.55,2.86830139
3.555,2.86830139
3.56,2.86830139
3.565,2.86830139
3.57,2.86830139
3.575,2.86830139
3.58,2.86830139
3.585,2.86830139
3.59,2.86830139
3.595,2.86830139
3.6,2.86830139
3.605,2.86830139
3.61,2.86830139
3.615,2.86830139
3.62,2.86830139
3.625,2.86830139
3.63,2.86830139
3.635,2.86830139
3.64,2.86830139
3.645,2.86830139
3.65,2.86830139
3.655,2.86830139
3.66,2.86830139
3.665,2.86830139
3.67,2.86830139
3.675,2.86830139
3.68,2.86830139
3.685,2.86830139
3.69,2.86830139
3.695,2.86830139
3.7,2.86830139
3.705,2.86830139
3.71,2.86830139
3.715,2.86830139
3.72,2.86830139
3.725,2.86830139
3.73,2.86830139
3.735,2.86830139
3.74,2.86830139
3.745,2.86830139
3.75,2.86830139
3.755,2.86830139
3.76,2.86830139
3.765,2.86830139
3.77,2.86830139
3.775,2.86830139
3.78,2.86830139
3.785,2.86830139
3.79,2.86830139
3.795,2.86830139
3.8,2.86830139
3.805,2.86830139
3.81,2.86830139
3.815,2.86830139
3.82,2.86830139
3.825,2.86830139
3.83,2.86830139
3.835,2.86830139
3.84,2.86830139
3.845,2.86830139
3.85,2.86830139
3.855,2.86830139
3.86,2.86830139
3.865,2.86830139
3.87,2.86830139
3.875,2.86830139
3.88,2.86830139
3.885,2.86830139
3.89,2.86830139
3.895,2.86830139
3.9,2.86830139
3.905,2.86830139
3.91,2.86830139
3.915,2.86830139
3.92,2.86830139
3.925,2.86830139
3.93,2.86830139
3.935,2.86830139
3.94,2.86830139
3.945,2.86830139
3.95,2.86830139
3.955,2.86830139
3.96,2.86830139
3.965,2.86830139
3.97,2.86830139
3.975,2.86830139
3.98,2.86830139
3.985,2.86830139
3.99,2.86830139
3.995,2.86830139
4,2.86830139
4.005,2.86830139
4.01,2.86830139
4.015,2.86830139
4.02,2.86830139
4.025,2.86830139
4.03,2.86830139
4.035,2.86830139
4.04,2.86830139
4.045,2.86830139
4.05,2.86830139
4.055,2.86830139
4.06,2.86830139
4.065,2.86830139
4.07,2.86830139
4.075,2.86830139
4.08,2.86830139
4.085,2.86830139
4.09,2.86830139
4.095,2.86830139
4.1,2.86830139
4.105,2.86830139
4.11,2.86830139
4.115,2.86830139
4.12,2.86830139
4.125,2.86830139
4.13,2.86830139
4.135,2.86830139
4.14,2.86830139
4.145,2.86830139
4.15,2.86830139
4.155,2.86830139
4.16,2.86830139
4.165,2.86830139
4.17,2.86830139
4.175,2.86830139
4.18,2.86830139
4.185,2.86830139
4.19,2.86830139
4.195,2.86830139
4.2,2.86830139
4.205,2.86830139
4.21,2.86830139
4.215,2.86830139
4.22,2.86830139
4.225,2.86830139
4.23,2.86830139
4.235,2.86830139
4.24,2.86830139
4.245,2.86830139
4.25,2.86830139
4.255,2.86830139
4.26,2.86830139
4.265,2.86830139
4.27,2.86830139
4.275,2.86830139
4.28,2.86830139
4.285,2.86830139
4.29,2.86830139
4.295,2.86830139
4.3,2.86830139
4.305,2.86830139
4.31,2.86830139
4.315,2.86830139
4.32,2.86830139
4.325,2.86830139
4.33,2.86830139
4.335,2.86830139
4.34,2.86830139
4.345,2.86830139
4.35,2.86830139
4.355,2.86830139
4.36,2.86830139
4.365,2.86830139
4.37,2.86830139
4.375,2.86830139
4.38,2.86830139
4.385,2.86830139
4.39,2.86830139
4.395,2.86830139
4.4,2.86830139
4.405,2.86830139
4.41,2.86830139
4.415,2.86830139
4.42,2.86830139
4.425,2.86830139
4.43,2.86830139
4.435,2.86830139
4.44,2.86830139
4.445,2.86830139
4.45,2.86830139
4.455,2.86830139
4.46,2.86830139
4.465,2.86830139
4.47,2.86830139
4.475,2.86830139
4.48,2.86830139
4.485,2.86830139
4.49,2.86830139
4.495,2.86830139
4.5,2.86830139
4.505,2.86830139
4.51,2.86830139
4.515,2.86830139
4.52,2.86830139
4.525,2.86830139
4.53,2.86830139
4.535,2.86830139
4.54,2.86830139
4.545,2.86830139
4.55,2.86830139
4.555,2.86830139
4.56,2.86830139
4.565,2.86830139
4.57,2.86830139
4.575,2.86830139
4.58,2.86830139
4.585,2.86830139
4.59,2.86830139
4.595,2.86830139
4.6,2.86830139
4.605,2.86830139
4.61,2.86830139
4.615,2.86830139
4.62,2.86830139
4.625,2.86830139
4.63,2.86830139
4.635,2.86830139
4.64,2.86830139
4.645,2.86830139
4.65,2.86830139
4.655,2.86830139
4.66,2.86830139
4.665,2.86830139
4.67,2.86830139
4.675,2.86830139
4.68,2.86830139
4.685,2.86830139
4.69,2.86830139
4.695,2.86830139
4.7,2.86830139
4.705,2.86830139
4.71,2.86830139
4.715,2.86830139
4.72,2.86830139
4.725,2.86830139
4.73,2.86830139
4.735,2.86830139
4.74,2.86830139
4.745,2.86830139
4.75,2.86830139
4.755,2.86830139
4.76,2.86830139
4.765,2.86830139
4.77,2.86830139
4.775,2.86830139
4.78,2.86830139
4.785,2.86830139
4.79,2.86830139
4.795,2.86830139
4.8,2.86830139
4.805,2.86830139
4.81,2.86830139
4.815,2.86830139
4.82,2.86830139
4.825,2.86830139
4.83,2.86830139
4.835,2.86830139
4.84,2.86830139
4.845,2.86830139
4.85,2.86830139
4.855,2.86830139
4.86,2.86830139
4.865,2.86830139
4.87,2.86830139
4.875,2.86830139
4.88,2.86830139
4.885,2.86830139
4.89,2.86830139
4.895,2.86830139
4.9,2.86830139
4.905,2.86830139
4.91,2.86830139
4.915,2.86830139
4.92,2.86830139
4.925,2.86830139
4.93,2.86830139
4.935,2.86830139
4.94,2.86830139
4.945,2.86830139
4.95,2.86830139
4.955,2.86830139
4.96,2.86830139
4.965,2.86830139
4.97,2.86830139
4.975,2.86830139
4.98,2.86830139
4.985,2.86830139
4.99,2.86830139
4.995,2.86830139
5,2.86830139
5.005,2.86830139
5.01,2.86830139
5.015,2.86830139
5.02,2.86830139
5.025,2.86830139
5.03,2.86830139
5.035,2.86830139
5.04,2.86830139
5.045,2.86830139
5.05,2.86830139
5.055,2.86830139
5.06,2.86830139
5.065,2.86830139
5.07,2.86830139
5.075,2.86830139
5.08,2.86830139
5.085,2.86830139
5.09,2.86830139
5.095,2.86830139
5.1,2.86830139
5.105,2.86830139
5.11,2.86830139
5.115,2.86830139
5.12,2.86830139
5.125,2.86830139
5.13,2.86830139
5.135,2.86830139
5.14,2.86830139
5.145,2.86830139
5.15,2.86830139
5.155,2.86830139
5.16,2.86830139
5.165,2.86830139
5.17,2.86830139
5.175,2.86830139
5.18,2.86830139
5.185,2.86830139
5.19,2.86830139
5.195,2.86830139
5.2,2.86830139
5.205,2.86830139
5.21,2.86830139
5.215,2.86830139
5.22,2.86830139
5.225,2.86830139
5.23,2.86830139
5.235,2.86830139
5.24,2.86830139
5.245,2.86830139
5.25,2.86830139
5.255,2.86830139
5.26,2.86830139
5.265,2.86830139
5.27,2.86830139
5.275,2.86830139
5.28,2.86830139
5.285,2.86830139
5.29,2.86830139
5.295,2.86830139
5.3,2.86830139
5.305,2.86830139
5.31,2.86830139
5.315,2.86830139
5.32,2.86830139
5.325,2.86830139
5.33,2.86830139
5.335,2.86830139
5.34,2.86830139
5.345,2.86830139
5.35,2.86830139
5.355,2.86830139
5.36,2.86830139
5.365,2.86830139
5.37,2.86830139
5.375,2.86830139
5.38,2.86830139
5.385,2.86830139
5.39,2.86830139
5.395,2.86830139
5.4,2.86830139
5.405,2.86830139
5.41,2.86830139
5.415,2.86830139
5.42,2.86830139
5.425,2.86830139
5.43,2.86830139
5.435,2.86830139
5.44,2.86830139
5.445,2.86830139
5.45,2.86830139
5.455,2.86830139
5.46,2.86830139
5.465,2.86830139
5.47,2.86830139
5.475,2.86830139
5.48,2.86830139
5.485,2.86830139
5.49,2.86830139
5.495,2.86830139
5.5,2.86830139
5.505,2.86830139
5.51,2.86830139
5.515,2.86830139
5.52,2.86830139
5.525,2.86830139
5.53,2.86830139
5.535,2.86830139
5.54,2.86830139
5.545,2.86830139
5.55,2.86830139
5.555,2.86830139
5.56,2.86830139
5.565,2.86830139
5.57,2.86830139
5.575,2.86830139
5.58,2.86830139
5.585,2.86830139
5.59,2.86830139
5.595,2.86830139
5.6,2.86830139
5.605,2.86830139
5.61,2.86830139
5.615,2.86830139
5.62,2.86830139
5.625,2.86830139
5.63,2.86830139
5.635,2.86830139
5.64,2.86830139
5.645,2.86830139
5.65,2.86830139
5.655,2.86830139
5.66,2.86830139
5.665,2.86830139
5.67,2.86830139
5.675,2.86830139
5.68,2.86830139
5.685,2.86830139
5.69,2.86830139
5.695,2.86830139
5.7,2.86830139
5.705,2.86830139
5.71,2.86830139
5.715,2.86830139
5.72,2.86830139
5.725,2.86830139
5.73,2.86830139
5.735,2.86830139
5.74,2.86830139
5.745,2.86830139
5.75,2.86830139
5.755,2.86830139
5.76,2.86830139
5.765,2.86830139
5.77,2.86830139
5.775,2.86830139
5.78,2.86830139
5.785,2.86830139
5.79,2.86830139
5.795,2.86830139
5.8,2.86830139
5.805,2.86830139
5.81,2.86830139
5.815,2.86830139
5.82,2.86830139
5.825,2.86830139
5.83,2.86830139
5.835,2.86830139
5.84,2.86830139
5.845,2.86830139
5.85,2.86830139
5.855,2.86830139
5.86,2.86830139
5.865,2.86830139
5.87,2.86830139
5.875,2.86830139
5.88,2.86830139
5.885,2.86830139
5.89,2.86830139
5.895,2.86830139
5.9,2.86830139
5.905,2.86830139
5.91,2.86830139
5.915,2.86830139
5.92,2.86830139
5.925,2.86830139
5.93,2.86830139
5.935,2.86830139
5.94,2.86830139
5.945,2.86830139
5.95,2.86830139
5.955,2.86830139
5.96,2.86830139
5.965,2.86830139
5.97,2.86830139
5.975,2.86830139
5.98,2.86830139
5.985,2.86830139
5.99,2.86830139
5.995,2.86830139
6,2.86830139
6.005,2.86830139
6.01,2.86830139
6.015,2.86830139
6.02,2.86830139
6.025,2.86830139
6.03,2.86830139
6.035,2.86830139
6.04,2.86830139
6.045,2.86830139
6.05,2.86830139
6.055,2.86830139
6.06,2.86830139
6.065,2.86830139
6.07,2.86830139
6.075,2.86830139
6.08,2.86830139
6.085,2.86830139
6.09,2.86830139
6.095,2.86830139
6.1,2.86830139
6.105,2.86830139
6.11,2.86830139
6.115,2.86830139
6.12,2.86830139
6.125,2.86830139
6.13,2.86830139
6.135,2.86830139
6.14,2.86830139
6.145,2.86830139
6.15,2.86830139
6.155,2.86830139
6.16,2.86830139
6.165,2.86830139
6.17,2.86830139
6.175,2.86830139
6.18,2.86830139
6.185,2.86830139
6.19,2.86830139
6.195,2.86830139
6.2,2.86830139
6.205,2.86830139
6.21,2.86830139
6.215,2.86830139
6.22,2.86830139
6.225,2.86830139
6.23,2.86830139
6.235,2.86830139
6.24,2.86830139
6.245,2.86830139
6.25,2.86830139
6.255,2.86830139
6.26,2.86830139
6.265,2.86830139
6.27,2.86830139
6.275,2.86830139
6.28,2.86830139
6.285,2.86830139
6.29,2.86830139
6.295,2.86830139
6.3,2.86830139
6.305,2.86830139
6.31,2.86830139
6.315,2.86830139
6.32,2.86830139
6.325,2.86830139
6.33,2.86830139
6.335,2.86830139
6.34,2.86830139
6.345,2.86830139
6.35,2.86830139
6.355,2.86830139
6.36,2.86830139
6.365,2.86830139
6.37,2.86830139
6.375,2.86830139
6.38,2.86830139
6.385,2.86830139
6.39,2.86830139
6.395,2.86830139
6.4,2.86830139
6.405,2.86830139
6.41,2.86830139
6.415,2.86830139
6.42,2.86830139
6.425,2.86830139
6.43,2.86830139
6.435,2.86830139
6.44,2.86830139
6.445,2.86830139
6.45,2.86830139
6.455,2.86830139
6.46,2.86830139
6.465,2.86830139
6.47,2.86830139
6.475,2.86830139
6.48,2.86830139
6.485,2.86830139
6.49,2.86830139
6.495,2.86830139
6.5,2.86830139
6.505,2.86830139
6.51,2.86830139
6.515,2.86830139
6.52,2.86830139
6.525,2.86830139
6.53,2.86830139
6.535,2.86830139
6.54,2.86830139
6.545,2.86830139
6.55,2.86830139
6.555,2.86830139
6.56,2.86830139
6.565,2.86830139
6.57,2.86830139
6.575,2.86830139
6.58,2.86830139
6.585,2.86830139
6.59,2.86830139
6.595,2.86830139
6.6,2.86830139
6.605,2.86830139
6.61,2.86830139
6.615,2.86830139
6.62,2.86830139
6.625,2.86830139
6.63,2.86830139
6.635,2.86830139
6.64,2.86830139
6.645,2.86830139
6.65,2.86830139
6.655,2.86830139
6.66,2.86830139
6.665,2.86830139
6.67,2.86830139
6.675,2.86830139
6.68,2.86830139
6.685,2.86830139
6.69,2.86830139
6.695,2.86830139
6.7,2.86830139
6.705,2.86830139
6.71,2.86830139
6.715,2.86830139
6.72,2.86830139
6.725,2.86830139
6.73,2.86830139
6.735,2.86830139
6.74,2.86830139
6.745,2.86830139
6.75,2.86830139
6.755,2.86830139
6.76,2.86830139
6.765,2.86830139
6.77,2.86830139
6.775,2.86830139
6.78,2.86830139
6.785,2.86830139
6.79,2.86830139
6.795,2.86830139
6.8,2.86830139
6.805,2.86830139
6.81,2.86830139
6.815,2.86830139
6.82,2.86830139
6.825,2.86830139
6.83,2.86830139
6.835,2.86830139
6.84,2.86830139
6.845,2.86830139
6.85,2.86830139
6.855,2.86830139
6.86,2.86830139
6.865,2.86830139
6.87,2.86830139
6.875,2.86830139
6.88,2.86830139
6.885,2.86830139
6.89,2.86830139
6.895,2.86830139
6.9,2.86830139
6.905,2.86830139
6.91,2.86830139
6.915,2.86830139
6.92,2.86830139
6.925,2.86830139
6.93,2.86830139
6.935,2.86830139
6.94,2.86830139
6.945,2.86830139
6.95,2.86830139
6.955,2.86830139
6.96,2.86830139
6.965,2.86830139
6.97,2.86830139
6.975,2.86830139
6.98,2.86830139
6.985,2.86830139
6.99,2.86830139
6.995,2.86830139
7,2.86830139
7.005,2.86830139
7.01,2.86830139
7.015,2.86830139
7.02,2.86830139
7.025,2.86830139
7.03,2.86830139
7.035,2.86830139
7.04,2.86830139
7.045,2.86830139
7.05,2.86830139
7.055,2.86830139
7.06,2.86830139
7.065,2.86830139
7.07,2.86830139
7.075,2.86830139
7.08,2.86830139
7.085,2.86830139
7.09,2.86830139
7.095,2.86830139
7.1,2.86830139
7.105,2.86830139
7.11,2.86830139
7.115,2.86830139
7.12,2.86830139
7.125,2.86830139
7.13,2.86830139
7.135,2.86830139
7.14,2.86830139
7.145,2.86830139
7.15,2.86830139
7.155,2.86830139
7.16,2.86830139
7.165,2.86830139
7.17,2.86830139
7.175,2.86830139
7.18,2.86830139
7.185,2.86830139
7.19,2.86830139
7.195,2.86830139
7.2,2.86830139
7.205,2.86830139
7.21,2.86830139
7.215,2.86830139
7.22,2.86830139
7.225,2.86830139
7.23,2.86830139
7.235,2.86830139
7.24,2.86830139
7.245,2.86830139
7.25,2.86830139
7.255,2.86830139
7.26,2.86830139
7.265,2.86830139
7.27,2.86830139
7.275,2.86830139
7.28,2.86830139
7.285,2.86830139
7.29,2.86830139
7.295,2.86830139
7.3,2.86830139
7.305,2.86830139
7.31,2.86830139
7.315,2.86830139
7.32,2.86830139
7.325,2.86830139
7.33,2.86830139
7.335,2.86830139
7.34,2.86830139
7.345,2.86830139
7.35,2.86830139
7.355,2.86830139
7.36,2.86830139
7.365,2.86830139
7.37,2.86830139
7.375,2.86830139
7.38,2.86830139
7.385,2.86830139
7.39,2.86830139
7.395,2.86830139
7.4,2.86830139
7.405,2.86830139
7.41,2.86830139
7.415,2.86830139
7.42,2.86830139
7.425,2.86830139
7.43,2.86830139
7.435,2.86830139
7.44,2.86830139
7.445,2.86830139
7.45,2.86830139
7.455,2.86830139
7.46,2.86830139
7.465,2.86830139
7.47,2.86830139
7.475,2.86830139
7.48,2.86830139
7.485,2.86830139
7.49,2.86830139
7.495,2.86830139
7.5,2.86830139
7.505,2.86830139
7.51,2.86830139
7.515,2.86830139
7.52,2.86830139
7.525,2.86830139
7.53,2.86830139
7.535,2.86830139
7.54,2.86830139
7.545,2.86830139
7.55,2.86830139
7.555,2.86830139
7.56,2.86830139
7.565,2.86830139
7.57,2.86830139
7.575,2.86830139
7.58,2.86830139
7.585,2.86830139
7.59,2.86830139
7.595,2.86830139
7.6,2.86830139
7.605,2.86830139
7.61,2.86830139
7.615,2.86830139
7.62,2.86830139
7.625,2.86830139
7.63,2.86830139
7.635,2.86830139
7.64,2.86830139
7.645,2.86830139
7.65,2.86830139
7.655,2.86830139
7.66,2.86830139
7.665,2.86830139
7.67,2.86830139
7.675,2.86830139
7.68,2.86830139
7.685,2.86830139
7.69,2.86830139
7.695,2.86830139
7.7,2.86830139
7.705,2.86830139
7.71,2.86830139
7.715,2.86830139
7.72,2.86830139
7.725,2.86830139
7.73,2.86830139
7.735,2.86830139
7.74,2.86830139
7.745,2.86830139
7.75,2.86830139
7.755,2.86830139
7.76,2.86830139
7.765,2.86830139
7.77,2.86830139
7.775,2.86830139
7.78,2.86830139
7.785,2.86830139
7.79,2.86830139
7.795,2.86830139
7.8,2.86830139
7.805,2.86830139
7.81,2.86830139
7.815,2.86830139
7.82,2.86830139
7.825,2.86830139
7.83,2.86830139
7.835,2.86830139
7.84,2.86830139
7.845,2.86830139
7.85,2.86830139
7.855,2.86830139
7.86,2.86830139
7.865,2.86830139
7.87,2.86830139
7.875,2.86830139
