time_s,candidate_sources_mask
3.295,16
3.3,16
3.305,16
3.31,16
3.315,16
3.32,16
3.325,16
3.33,16
3.335,16
3.34,16
3.345,16
3.35,16
3.355,16
3.36,16
3.365,16
3.37,16
3.375,16
3.38,16
3.385,16
3.39,16
3.395,16
3.4,16
3.405,16
3.41,16
3.415,16
3.42,19
3.425,19
3.43,19
3.435,19
3.44,19
3.445,19
3.45,19
3.455,19
3.46,19
3.465,19
3.47,19
3.475,19
3.48,19
3.485,19
3.49,19
3.495,19
3.5,19
3.505,19
3.51,19
3.515,19
3.52,19
3.525,19
3.53,19
3.535,19
3.54,19
3.545,19
3.55,19
3.555,19
3.56,19
3.565,19
3.57,19
3.575,19
3.58,19
3.585,19
3.59,19
3.595,19
3.6,19
3.605,19
3.61,19
3.615,19
3.62,19
3.625,19
3.63,19
3.635,19
3.64,19
3.645,19
3.65,19
3.655,19
3.66,19
3.665,19
3.67,19
3.675,19
3.68,19
3.685,19
3.69,19
3.695,19
3.7,19
3.705,19
3.71,19
3.715,19
3.72,19
3.725,19
3.73,19
3.735,19
3.74,19
3.745,19
3.75,19
3.755,19
3.76,19
3.765,19
3.77,19
3.775,19
3.78,19
3.785,19
3.79,19
3.795,19
3.8,19
3.805,19
3.81,19
3.815,19
3.82,19
3.825,19
3.83,19
3.835,19
3.84,19
3.845,19
3.85,19
3.855,19
3.86,19
3.865,19
3.87,19
3.875,19
3.88,19
3.885,19
3.89,19
3.895,19
3.9,19
3.905,19
3.91,19
3.915,19
3.92,19
3.925,19
3.93,19
3.935,19
3.94,19
3.945,19
3.95,19
3.955,19
3.96,19
3.965,19
3.97,19
3.975,19
3.98,19
3.985,19
3.99,19
3.995,19
4,19
4.005,19
4.01,19
4.015,19
4.02,19
4.025,19
4.03,19
4.035,19
4.04,19
4.045,19
4.05,19
4.055,19
4.06,19
4.065,19
4.07,19
4.075,19
4.08,19
4.085,19
4.09,19
4.095,19
4.1,19
4.105,19
4.11,19
4.115,19
4.12,19
4.125,19
4.13,16
4.135,16
4.14,16
4.145,16
4.15,16
4.155,16
4.16,16
4.165,16
4.17,16
4.175,16
4.18,16
4.185,16
4.19,16
4.195,16
4.2,16
4.205,16
4.21,16
4.215,16
4.22,16
4.225,16
4.23,16
4.235,16
4.24,16
4.245,16
4.25,16
4.255,16
4.26,16
4.265,16
4.27,16
4.275,16
4.28,16
4.285,16
4.29,16
4.295,16
4.3,16
4.305,16
4.31,16
4.315,16
4.32,16
4.325,16
4.33,16
4.335,16
4.34,16
4.345,16
4.35,16
4.355,16
4.36,16
4.365,16
4.37,16
4.375,16
4.38,16
4.385,16
4.39,16
4.395,16
4.4,16
4.405,16
4.41,16
4.415,16
4.42,16
4.425,16
4.43,16
4.435,16
4.44,16
4.445,16
4.45,16
4.455,16
4.46,16
4.465,16
4.47,16
4.475,16
4.48,16
4.485,16
4.49,16
4.495,16
4.5,16
4.505,16
4.51,16
4.515,16
4.52,16
4.525,16
4.53,16
4.535,16
4.54,16
4.545,16
4.55,16
4.555,16
4.56,16
4.565,16
4.57,16
4.575,16
4.58,16
4.585,16
4.59,16
4.595,16
4.6,16
4.605,16
4.61,16
4.615,16
4.62,16
4.625,16
4.63,16
4.635,16
4.64,16
4.645,16
4.65,16
4.655,16
4.66,16
4.665,16
4.67,16
4.675,16
4.68,16
4.685,16
4.69,16
4.695,16
4.7,16
4.705,16
4.71,16
4.715,16
4.72,16
4.725,16
4.73,16
4.735,16
4.74,16
4.745,16
4.75,16
4.755,16
4.76,16
4.765,16
4.77,16
4.775,16
4.78,16
4.785,16
4.79,16
4.795,16
4.8,16
4.805,16
4.81,16
4.815,16
4.82,16
4.825,16
4.83,16
4.835,16
4.84,16
4.845,16
4.85,16
4.855,16
4.86,16
4.865,16
4.87,16
4.875,16
4.88,16
4.885,16
4.89,16
4.895,16
4.9,16
4.905,16
4.91,16
4.915,16
4.92,16
4.925,16
4.93,16
4.935,16
4.94,16
4.945,16
4.95,16
4.955,16
4.96,16
4.965,16
4.97,16
4.975,16
4.98,16
4.985,16
4.99,16
4.995,16
5,16
5.005,16
5.01,16
5.015,16
5.02,16
5.025,16
5.03,16
5.035,16
5.04,16
5.045,16
5.05,16
5.055,16
5.06,16
5.065,16
5.07,16
5.075,16
5.08,16
5.085,16
5.09,16
5.095,16
5.1,16
5.105,16
5.11,16
5.115,16
5.12,16
5.125,16
5.13,16
5.135,16
5.14,16
5.145,16
5.15,16
5.155,16
5.16,16
5.165,16
5.17,16
5.175,16
5.18,16
5.185,16
5.19,16
5.195,16
5.2,16
5.205,16
5.21,16
5.215,16
5.22,16
5.225,16
5.23,16
5.235,16
5.24,16
5.245,16
5.25,16
5.255,16
5.26,16
5.265,16
5.27,16
5.275,16
5.28,16
5.285,16
5.29,16
5.295,16
5.3,16
5.305,16
5.31,16
5.315,16
5.32,16
5.325,16
5.33,16
5.335,16
5.34,16
5.345,16
5.35,16
5.355,16
5.36,16
5.365,16
5.37,16
5.375,16
5.38,16
5.385,16
5.39,16
5.395,16
5.4,16
5.405,16
5.41,16
5.415,16
5.42,16
5.425,16
5.43,16
5.435,16
5.44,16
5.445,16
5.45,16
5.455,16
5.46,16
5.465,16
5.47,16
5.475,16
5.48,16
5.485,16
5.49,16
5.495,16
5.5,16
5.505,16
5.51,16
5.515,16
5.52,16
5.525,16
5.53,16
5.535,16
5.54,16
5.545,16
5.55,16
5.555,16
5.56,16
5.565,16
5.57,16
5.575,16
5.58,16
5.585,16
5.59,16
5.595,16
5.6,16
5.605,16
5.61,16
5.615,16
5.62,16
5.625,16
5.63,16
5.635,16
5.64,16
5.645,16
5.65,16
5.655,16
5.66,16
5.665,16
5.67,16
5.675,16
5.68,16
5.685,16
5.69,16
5.695,16
5.7,16
5.705,16
5.71,16
5.715,16
5.72,16
5.725,16
5.73,16
5.735,16
5.74,16
5.745,16
5.75,16
5.755,16
5.76,16
5.765,16
5.77,16
5.775,16
5.78,16
5.785,16
5.79,16
5.795,16
5.8,16
5.805,16
5.81,16
5.815,16
5.82,16
5.825,16
5.83,16
5.835,16
5.84,16
5.845,16
5.85,16
5.855,16
5.86,16
5.865,16
5.87,16
5.875,16
5.88,16
5.885,16
5.89,16
5.895,16
5.9,16
5.905,16
5.91,16
5.915,16
5.92,16
5.925,16
5.93,16
5.935,16
5.94,16
5.945,16
5.95,16
5.955,16
5.96,16
5.965,16
5.97,16
5.975,16
5.98,16
5.985,16
5.99,16
5.995,16
6,16
6.005,16
6.01,16
6.015,16
6.02,16
6.025,16
6.03,16
6.035,16
6.04,16
6.045,16
6.05,16
6.055,16
6.06,16
6.065,16
6.07,16
6.075,16
6.08,16
6.085,16
6.09,16
6.095,16
6.1,16
6.105,16
6.11,16
6.115,16
6.12,16
6.125,16
6.13,16
6.135,16
6.14,16
6.145,16
6.15,16
6.155,16
6.16,16
6.165,16
6.17,16
6.175,16
6.18,16
6.185,16
6.19,16
6.195,16
6.2,16
6.205,16
6.21,16
6.215,16
6.22,16
6.225,16
6.23,16
6.235,16
6.24,16
6.245,16
6.25,16
6.255,16
6.26,16
6.265,16
6.27,16
6.275,16
6.28,16
6.285,16
6.29,16
6.295,16
6.3,16
6.305,16
6.31,16
6.315,16
6.32,16
6.325,16
6.33,16
6.335,16
6.34,16
6.345,16
6.35,16
6.355,16
6.36,16
6.365,16
6.37,16
6.375,16
6.38,16
6.385,16
6.39,16
6.395,16
6.4,16
6.405,16
6.41,16
6.415,16
6.42,16
6.425,16
6.43,16
6.435,16
6.44,16
6.445,16
6.45,16
6.455,16
6.46,16
6.465,16
6.47,16
6.475,16
6.48,16
6.485,16
6.49,16
6.495,16
6.5,16
6.505,16
6.51,16
6.515,16
6.52,16
6.525,16
6.53,16
6.535,16
6.54,16
6.545,16
6.55,16
6.555,16
6.56,16
6.565,16
6.57,16
6.575,16
6.58,16
6.585,16
6.59,16
6.595,16
6.6,16
6.605,16
6.61,16
6.615,16
6.62,16
6.625,16
6.63,16
6.635,16
6.64,16
6.645,16
6.65,16
6.655,16
6.66,16
6.665,16
6.67,16
6.675,16
6.68,16
6.685,16
6.69,16
6.695,16
6.7,16
6.705,16
6.71,16
6.715,16
6.72,16
6.725,16
6.73,16
6.735,16
6.74,16
6.745,16
6.75,16
6.755,16
6.76,16
6.765,16
6.77,16
6.775,16
6.78,16
6.785,16
6.79,16
6.795,16
6.8,16
6.805,16
6.81,16
6.815,16
6.82,16
6.825,16
6.83,16
6.835,16
6.84,16
6.845,16
6.85,16
6.855,16
6.86,16
6.865,16
6.87,16
6.875,16
6.88,16
6.885,16
6.89,16
6.895,16
6.9,16
6.905,16
6.91,16
6.915,16
6.92,16
6.925,16
6.93,16
6.935,16
6.94,16
6.945,16
6.95,16
6.955,16
6.96,16
6.965,16
6.97,16
6.975,16
6.98,16
6.985,16
6.99,16
6.995,16
7,16
7.005,16
7.01,16
7.015,16
7.02,16
7.025,16
7.03,16
7.035,16
7.04,16
7.045,16
7.05,16
7.055,16
7.06,16
7.065,16
7.07,16
7.075,16
7.08,16
7.085,16
7.09,16
7.095,16
7.1,16
7.105,16
7.11,16
7.115,16
7.12,16
7.125,16
7.13,16
7.135,16
7.14,16
7.145,16
7.15,16
7.155,16
7.16,16
7.165,16
7.17,16
7.175,16
7.18,16
7.185,16
7.19,16
7.195,16
7.2,16
7.205,16
7.21,16
7.215,16
