time_s,src1_move_en
3.005,5
3.01,5
3.015,5
3.02,5
3.025,5
3.03,5
3.035,5
3.04,5
3.045,5
3.05,5
3.055,5
3.06,5
3.065,5
3.07,5
3.075,5
3.08,5
3.085,5
3.09,5
3.095,5
3.1,5
3.105,5
3.11,5
3.115,5
3.12,4
3.125,4
3.13,4
3.135,4
3.14,4
3.145,4
3.15,4
3.155,4
3.16,4
3.165,4
3.17,4
3.175,4
3.18,4
3.185,4
3.19,4
3.195,4
3.2,4
3.205,4
3.21,4
3.215,4
3.22,4
3.225,4
3.23,4
3.235,4
3.24,4
3.245,4
3.25,4
3.255,4
3.26,4
3.265,4
3.27,4
3.275,4
3.28,4
3.285,4
3.29,4
3.295,4
3.3,4
3.305,4
3.31,4
3.315,4
3.32,4
3.325,4
3.33,4
3.335,4
3.34,4
3.345,4
3.35,4
3.355,4
3.36,4
3.365,4
3.37,4
3.375,4
3.38,4
3.385,4
3.39,4
3.395,4
3.4,4
3.405,4
3.41,4
3.415,4
3.42,5
3.425,5
3.43,5
3.435,5
3.44,5
3.445,5
3.45,5
3.455,5
3.46,5
3.465,5
3.47,5
3.475,5
3.48,5
3.485,5
3.49,5
3.495,5
3.5,5
3.505,5
3.51,5
3.515,5
3.52,5
3.525,5
3.53,5
3.535,5
3.54,5
3.545,5
3.55,5
3.555,5
3.56,5
3.565,5
3.57,5
3.575,5
3.58,5
3.585,5
3.59,5
3.595,5
3.6,5
3.605,5
3.61,5
3.615,5
3.62,5
3.625,5
3.63,5
3.635,5
3.64,5
3.645,5
3.65,5
3.655,5
3.66,5
3.665,5
3.67,5
3.675,5
3.68,5
3.685,5
3.69,5
3.695,5
3.7,5
3.705,5
3.71,5
3.715,5
3.72,5
3.725,5
3.73,5
3.735,5
3.74,5
3.745,5
3.75,5
3.755,5
3.76,5
3.765,5
3.77,5
3.775,5
3.78,5
3.785,5
3.79,5
3.795,5
3.8,5
3.805,5
3.81,5
3.815,5
3.82,5
3.825,5
3.83,5
3.835,5
3.84,5
3.845,5
3.85,5
3.855,5
3.86,5
3.865,5
3.87,5
3.875,5
3.88,5
3.885,5
3.89,5
3.895,5
3.9,5
3.905,5
3.91,5
3.915,5
3.92,5
3.925,5
3.93,5
3.935,5
3.94,5
3.945,5
3.95,5
3.955,5
3.96,5
3.965,5
3.97,5
3.975,5
3.98,5
3.985,5
3.99,5
3.995,5
4,5
4.005,5
4.01,5
4.015,5
4.02,5
4.025,5
4.03,5
4.035,5
4.04,5
4.045,5
4.05,5
4.055,5
4.06,5
4.065,5
4.07,5
4.075,5
4.08,5
4.085,5
4.09,5
4.095,5
4.1,5
4.105,5
4.11,5
4.115,5
4.12,5
4.125,5
4.13,4
4.135,4
4.14,4
4.145,4
4.15,4
4.155,4
4.16,4
4.165,4
4.17,4
4.175,4
4.18,4
4.185,4
4.19,4
4.195,4
4.2,4
4.205,4
4.21,4
4.215,4
4.22,4
4.225,4
4.23,4
4.235,4
4.24,4
4.245,4
4.25,4
4.255,4
4.26,4
4.265,4
4.27,4
4.275,4
4.28,4
4.285,4
4.29,4
4.295,4
4.3,4
4.305,4
4.31,4
4.315,4
4.32,4
4.325,4
4.33,4
4.335,4
4.34,4
4.345,4
4.35,4
4.355,4
4.36,4
4.365,4
4.37,4
4.375,4
4.38,4
4.385,4
4.39,4
4.395,4
4.4,4
4.405,4
4.41,4
4.415,4
4.42,4
4.425,4
4.43,4
4.435,4
4.44,4
4.445,4
4.45,4
4.455,4
4.46,4
4.465,4
4.47,4
4.475,4
4.48,4
4.485,4
4.49,4
4.495,4
4.5,4
4.505,4
4.51,4
4.515,4
4.52,4
4.525,4
4.53,4
4.535,4
4.54,4
4.545,4
4.55,4
4.555,4
4.56,4
4.565,4
4.57,4
4.575,4
4.58,4
4.585,4
4.59,4
4.595,4
4.6,4
4.605,4
4.61,4
4.615,4
4.62,4
4.625,4
4.63,4
4.635,4
4.64,4
4.645,4
4.65,4
4.655,4
4.66,4
4.665,4
4.67,4
4.675,4
4.68,4
4.685,4
4.69,4
4.695,4
4.7,4
4.705,4
4.71,4
4.715,4
4.72,4
4.725,4
4.73,4
4.735,4
4.74,4
4.745,4
4.75,4
4.755,4
4.76,4
4.765,4
4.77,4
4.775,4
4.78,4
4.785,4
4.79,4
4.795,4
4.8,4
4.805,4
4.81,4
4.815,4
4.82,4
4.825,4
4.83,4
4.835,4
4.84,4
4.845,4
4.85,4
4.855,4
4.86,4
4.865,4
4.87,4
4.875,4
4.88,4
4.885,4
4.89,4
4.895,4
4.9,4
4.905,4
4.91,4
4.915,4
4.92,4
4.925,4
4.93,4
4.935,4
4.94,4
4.945,4
4.95,4
4.955,4
4.96,4
4.965,4
4.97,4
4.975,4
4.98,4
4.985,4
4.99,4
4.995,4
5,4
5.005,4
5.01,4
5.015,4
5.02,4
5.025,4
5.03,4
5.035,4
5.04,4
5.045,4
5.05,4
5.055,4
5.06,4
5.065,4
5.07,4
5.075,4
5.08,4
5.085,4
5.09,4
5.095,4
5.1,4
5.105,4
5.11,4
5.115,4
5.12,4
5.125,4
5.13,4
5.135,4
5.14,4
5.145,4
5.15,4
5.155,4
5.16,4
5.165,4
5.17,4
5.175,4
5.18,4
5.185,4
5.19,4
5.195,4
5.2,4
5.205,4
5.21,4
5.215,4
5.22,4
5.225,4
5.23,4
5.235,4
5.24,4
5.245,4
5.25,4
5.255,4
5.26,4
5.265,4
5.27,4
5.275,4
5.28,4
5.285,4
5.29,4
5.295,4
5.3,4
5.305,4
5.31,4
5.315,4
5.32,4
5.325,4
5.33,4
5.335,4
5.34,4
5.345,4
5.35,4
5.355,4
5.36,4
5.365,4
5.37,4
5.375,4
5.38,4
5.385,4
5.39,4
5.395,4
5.4,4
5.405,4
5.41,4
5.415,4
5.42,4
5.425,4
5.43,4
5.435,4
5.44,4
5.445,4
5.45,4
5.455,4
5.46,4
5.465,4
5.47,4
5.475,4
5.48,4
5.485,4
5.49,4
5.495,4
5.5,4
5.505,4
5.51,4
5.515,4
5.52,4
5.525,4
5.53,4
5.535,4
5.54,4
5.545,4
5.55,4
5.555,4
5.56,4
5.565,4
5.57,4
5.575,4
5.58,4
5.585,4
5.59,4
5.595,4
5.6,4
5.605,4
5.61,4
5.615,4
5.62,4
5.625,4
5.63,4
5.635,4
5.64,4
5.645,4
5.65,4
5.655,4
5.66,4
5.665,4
5.67,4
5.675,4
5.68,4
5.685,4
5.69,4
5.695,4
5.7,4
5.705,4
5.71,4
5.715,4
5.72,4
5.725,4
5.73,4
5.735,4
5.74,4
5.745,4
5.75,4
5.755,4
5.76,4
5.765,4
5.77,4
5.775,4
5.78,4
5.785,4
5.79,4
5.795,4
5.8,4
5.805,4
5.81,4
5.815,4
5.82,4
5.825,4
5.83,4
5.835,4
5.84,4
5.845,4
5.85,4
5.855,4
5.86,4
5.865,4
5.87,4
5.875,4
5.88,4
5.885,4
5.89,4
5.895,4
5.9,4
5.905,4
5.91,4
5.915,4
5.92,4
5.925,4
5.93,4
5.935,4
5.94,4
5.945,4
5.95,4
5.955,4
5.96,4
5.965,4
5.97,4
5.975,4
5.98,4
5.985,4
5.99,4
5.995,4
6,4
6.005,4
6.01,4
6.015,4
6.02,4
6.025,4
6.03,4
6.035,4
6.04,4
6.045,4
6.05,4
6.055,4
6.06,4
6.065,4
6.07,4
6.075,4
6.08,4
6.085,4
6.09,4
6.095,4
6.1,4
6.105,4
6.11,4
6.115,4
6.12,4
6.125,4
6.13,4
6.135,4
6.14,4
6.145,4
6.15,4
6.155,4
6.16,4
6.165,4
6.17,4
6.175,4
6.18,4
6.185,4
6.19,4
6.195,4
6.2,4
6.205,4
6.21,4
6.215,4
6.22,4
6.225,4
6.23,4
6.235,4
6.24,4
6.245,4
6.25,4
6.255,4
6.26,4
6.265,4
6.27,4
6.275,4
6.28,4
6.285,4
6.29,4
6.295,4
6.3,4
6.305,4
6.31,4
6.315,4
6.32,4
6.325,4
6.33,4
6.335,4
6.34,4
6.345,4
6.35,4
6.355,4
6.36,4
6.365,4
6.37,4
6.375,4
6.38,4
6.385,4
6.39,4
6.395,4
6.4,4
6.405,4
6.41,4
6.415,4
6.42,4
6.425,4
6.43,4
6.435,4
6.44,4
6.445,4
6.45,4
6.455,4
6.46,4
6.465,4
6.47,4
6.475,4
6.48,4
6.485,4
6.49,4
6.495,4
6.5,4
6.505,4
6.51,4
6.515,4
6.52,4
6.525,4
6.53,4
6.535,4
6.54,4
6.545,4
6.55,4
6.555,4
6.56,4
6.565,4
6.57,4
6.575,4
6.58,4
6.585,4
6.59,4
6.595,4
6.6,4
6.605,4
6.61,4
6.615,4
6.62,4
6.625,4
6.63,4
6.635,4
6.64,4
6.645,4
6.65,4
6.655,4
6.66,4
6.665,4
6.67,4
6.675,4
6.68,4
6.685,4
6.69,4
6.695,4
6.7,4
6.705,4
6.71,4
6.715,4
6.72,4
6.725,4
6.73,4
6.735,4
6.74,4
6.745,4
6.75,4
6.755,4
6.76,4
6.765,4
6.77,4
6.775,4
6.78,4
6.785,4
6.79,4
6.795,4
6.8,4
6.805,4
6.81,4
6.815,4
6.82,4
6.825,4
6.83,4
6.835,4
6.84,4
6.845,4
6.85,4
6.855,4
6.86,4
6.865,4
6.87,4
6.875,4
6.88,4
6.885,4
6.89,4
6.895,4
6.9,4
6.905,4
6.91,4
6.915,4
6.92,4
6.925,4
6.93,4
6.935,4
6.94,4
6.945,4
6.95,4
6.955,4
6.96,4
6.965,4
6.97,4
6.975,4
6.98,4
6.985,4
6.99,4
6.995,4
7,4
7.005,4
7.01,4
7.015,4
7.02,4
7.025,4
7.03,4
7.035,4
7.04,4
7.045,4
7.05,4
7.055,4
7.06,4
7.065,4
7.07,4
7.075,4
7.08,4
7.085,4
7.09,4
7.095,4
7.1,4
7.105,4
7.11,4
7.115,4
7.12,4
7.125,4
7.13,4
7.135,4
7.14,4
7.145,4
7.15,4
7.155,4
7.16,4
7.165,4
7.17,4
7.175,4
7.18,4
7.185,4
7.19,4
7.195,4
7.2,4
7.205,4
7.21,4
7.215,4
