time_s,fused_yaw
2.175,362.322632
2.18,3.53191376
2.185,362.176819
2.19,3.42121983
2.195,362.153076
2.2,3.49349332
2.205,362.377899
2.21,3.54956079
2.215,362.352875
2.22,3.52091169
2.225,362.39679
2.23,3.49689889
2.235,362.431854
2.24,3.51852822
2.245,362.976013
2.25,362.921539
2.255,3.61229467
2.26,3.83996272
2.265,362.991516
2.27,3.69279122
2.275,362.157837
2.28,3.37697434
2.285,362.20459
2.29,2.98712158
2.295,361.926666
2.3,3.1035738
2.305,362.291473
2.31,3.5910449
2.315,362.395966
2.32,3.66620469
2.325,362.933594
2.33,3.66912031
2.335,362.392181
2.34,3.04070091
2.345,361.877808
2.35,2.88019633
2.355,362.375305
2.36,3.44568706
2.365,362.608734
2.37,362.586884
2.375,362.561981
2.38,362.629089
2.385,2.99365497
2.39,362.265564
2.395,3.09785438
2.4,362.716766
2.405,3.33252954
2.41,3.35698247
2.415,3.38169384
2.42,362.851074
2.425,3.40711355
2.43,3.42896986
2.435,3.45063496
2.44,362.99823
2.445,2.99677253
2.45,3.19044089
2.455,363.297974
2.46,363.319641
2.465,3.49334383
2.47,363.446777
2.475,3.56736159
2.48,363.677856
2.485,3.41467357
2.49,3.03427815
2.495,362.925323
2.5,363.19455
2.505,3.24000049
2.51,3.62642169
2.515,364.542114
2.52,4.36766911
2.525,4.37554026
2.53,4.23218584
2.535,364.754547
2.54,364.770569
2.545,364.787506
2.55,364.620331
2.555,4.00110102
2.56,364.301819
2.565,3.6055572
2.57,364.481049
2.575,3.6134398
2.58,3.60808611
2.585,3.60137558
2.59,3.33627129
2.595,363.700256
2.6,2.71685457
2.605,2.64963984
2.61,363.767334
2.615,363.822205
2.62,2.73990178
2.625,2.72754765
2.63,2.47453451
2.635,363.609802
2.64,2.43771005
2.645,2.45937824
2.65,363.260559
2.655,363.394592
2.66,2.48154497
2.665,2.68467474
2.67,364.031891
2.675,364.093842
2.68,3.21314216
2.685,3.19388127
2.69,364.388184
2.695,2.96927166
2.7,364.348389
2.705,364.381409
2.71,2.74495697
2.715,363.976654
2.72,2.52570438
2.725,363.603912
2.73,2.40457892
2.735,363.949707
2.74,2.55656457
2.745,0
2.75,0
2.755,0
2.76,0
2.765,0
2.77,0
2.775,0
2.78,0
2.785,0
2.79,0
2.795,0
2.8,0
2.805,0
2.81,0
2.815,0
2.82,0
2.825,0
2.83,0
2.835,0
2.84,0
2.845,0
2.85,0
2.855,0
2.86,0
2.865,0
2.87,0
2.875,0
2.88,0
2.885,0
2.89,0
2.895,0
2.9,0
2.905,0
2.91,0
2.915,0
2.92,0
2.925,0
2.93,0
2.935,0
2.94,0
2.945,0
2.95,0
2.955,0
2.96,0
2.965,0
2.97,0
2.975,0
2.98,0
2.985,0
2.99,0
2.995,0
3,0
3.005,0
3.01,0
3.015,0
3.02,0
3.025,0
3.03,0
3.035,0
3.04,0
3.045,0
3.05,362.575195
3.055,1.39208269
3.06,1.49383724
3.065,362.27536
3.07,2.46935534
3.075,364.434082
3.08,3.68190575
3.085,364.052032
3.09,363.989746
3.095,2.99862432
3.1,364.178955
3.105,3.05538797
3.11,2.69183755
3.115,362.341614
3.12,362.291229
3.125,1.83737612
3.13,2.29480791
3.135,362.934387
3.14,2.86389422
3.145,364.115936
3.15,3.95444918
3.155,364.100616
3.16,364.010803
3.165,3.45029879
3.17,3.46608114
3.175,363.877319
3.18,3.79947567
3.185,363.863892
3.19,3.71876931
3.195,449.101013
3.2,364.281433
3.205,-0.418368846
3.21,363.022156
3.215,363.01767
3.22,3.17280316
3.225,3.23887086
3.23,3.12118554
3.235,362.831055
3.24,362.826935
3.245,2.58934498
3.25,2.29984951
3.255,361.753296
3.26,361.542542
3.265,1.45530021
3.27,1.47262681
3.275,360.699158
3.28,360.680145
3.285,360.660583
3.29,360.67804
3.295,1.11839402
3.3,1.13382852
3.305,360.699432
3.31,360.379791
3.315,0.852274537
3.32,0.770377278
3.325,0.689648926
3.33,359.87146
3.335,0.816200495
3.34,0.742918193
3.345,359.809601
3.35,0.8069911
3.355,0.739809632
3.36,360.214935
3.365,360.211029
3.37,360.253479
3.375,1.55362964
3.38,1.63892889
3.385,360.440643
3.39,360.281982
3.395,0.986156285
3.4,1.0494684
3.405,359.907227
3.41,360.004211
3.415,1.09084141
3.42,0.909899056
3.425,360.022461
3.43,359.811493
3.435,0.888433337
3.44,0.785591483
3.445,359.672546
3.45,0.388917089
3.455,359.508118
3.46,0.736110091
3.465,0.806000769
3.47,1.43407214
3.475,360.709503
3.48,360.758575
3.485,360.807831
3.49,360.377167
3.495,1.44667256
3.5,360.323151
3.505,1.25549686
3.51,360.375763
3.515,1.84336698
3.52,361.028809
3.525,2.80836654
3.53,361.905334
3.535,3.35784268
3.54,362.761047
3.545,362.776154
3.55,3.64980817
3.555,363.847504
3.56,4.50728703
3.565,363.690277
3.57,4.3464241
3.575,363.636169
3.58,363.862366
3.585,4.72379494
3.59,364.618591
3.595,364.679871
3.6,364.739685
3.605,364.797974
3.61,5.73639917
3.615,5.76684761
3.62,366.210999
3.625,6.55172205
3.63,366.247223
3.635,6.52364492
3.64,366.709076
3.645,6.41749811
3.65,366.53067
3.655,6.34618807
3.66,366.516327
3.665,6.33217859
3.67,367.056458
3.675,366.835022
3.68,6.17541075
3.685,366.825714
3.69,366.866516
3.695,366.908051
3.7,6.26598597
3.705,366.939178
3.71,6.03109217
3.715,6.0143652
3.72,5.7624898
3.725,365.583221
3.73,365.510773
3.735,365.439056
3.74,365.38031
3.745,4.22523594
3.75,4.61277866
3.755,0
3.76,0
3.765,0
3.77,0
3.775,0
3.78,0
3.785,0
3.79,0
3.795,0
3.8,0
3.805,0
3.81,0
3.815,0
3.82,0
3.825,0
3.83,0
3.835,0
3.84,0
3.845,0
3.85,0
3.855,0
3.86,0
3.865,0
3.87,0
3.875,0
3.88,0
3.885,0
3.89,0
3.895,0
3.9,0
3.905,0
3.91,0
3.915,0
3.92,0
3.925,0
3.93,0
3.935,0
3.94,0
3.945,0
3.95,0
3.955,0
3.96,0
3.965,0
3.97,0
3.975,0
3.98,0
3.985,0
3.99,0
3.995,0
4,0
4.005,0
4.01,0
4.015,0
4.02,0
4.025,0
4.03,0
4.035,0
4.04,0
4.045,0
4.05,0
4.055,0
4.06,0
4.065,0
4.07,0
4.075,0
4.08,0
4.085,0
4.09,0
4.095,0
4.1,0
4.105,0
4.11,0
4.115,0
4.12,0
4.125,0
4.13,0
4.135,0
4.14,0
4.145,0
4.15,0
4.155,0
4.16,0
4.165,0
4.17,0
4.175,0
4.18,0
4.185,0
4.19,0
4.195,0
4.2,0
4.205,0
4.21,0
4.215,0
4.22,0
4.225,0
4.23,0
4.235,0
4.24,0
4.245,0
4.25,0
4.255,0
4.26,0
4.265,0
4.27,0
4.275,0
4.28,0
4.285,0
4.29,0
4.295,0
4.3,0
4.305,0
4.31,0
4.315,0
4.32,0
4.325,0
4.33,0
4.335,0
4.34,0
4.345,0
4.35,0
4.355,0
4.36,0
4.365,0
4.37,0
4.375,0
4.38,0
4.385,0
4.39,0
4.395,0
4.4,0
4.405,0
4.41,0
4.415,0
4.42,0
4.425,0
4.43,0
4.435,0
4.44,0
4.445,0
4.45,0
4.455,0
4.46,0
4.465,0
4.47,0
4.475,0
4.48,0
4.485,0
4.49,0
4.495,0
4.5,0
4.505,0
4.51,0
4.515,0
4.52,0
4.525,0
4.53,0
4.535,0
4.54,0
4.545,0
4.55,0
4.555,0
4.56,0
4.565,0
4.57,0
4.575,0
4.58,0
4.585,0
4.59,0
4.595,0
4.6,0
4.605,0
4.61,0
4.615,0
4.62,0
4.625,0
4.63,0
4.635,0
4.64,0
4.645,0
4.65,0
4.655,0
4.66,0
4.665,0
4.67,0
4.675,0
4.68,0
4.685,0
4.69,0
4.695,0
4.7,0
4.705,0
4.71,0
4.715,0
4.72,0
4.725,0
4.73,0
4.735,0
4.74,0
4.745,0
4.75,0
4.755,0
4.76,0
4.765,0
4.77,0
4.775,0
4.78,0
4.785,0
4.79,0
4.795,0
4.8,0
4.805,0
4.81,0
4.815,0
4.82,0
4.825,0
4.83,0
4.835,0
4.84,0
4.845,0
4.85,0
4.855,0
4.86,0
4.865,0
4.87,0
4.875,0
4.88,0
4.885,0
4.89,0
4.895,0
4.9,0
4.905,0
4.91,0
4.915,0
4.92,0
4.925,0
4.93,0
4.935,0
4.94,0
4.945,0
4.95,0
4.955,0
4.96,0
4.965,0
4.97,0
4.975,0
4.98,0
4.985,0
4.99,0
4.995,0
5,0
5.005,0
5.01,0
5.015,0
5.02,0
5.025,0
5.03,0
5.035,0
5.04,0
5.045,0
5.05,0
5.055,0
5.06,0
5.065,0
5.07,0
5.075,0
5.08,0
5.085,0
5.09,0
5.095,0
5.1,0
5.105,0
5.11,0
5.115,0
5.12,0
5.125,0
5.13,0
5.135,0
5.14,0
5.145,0
5.15,0
5.155,0
5.16,0
5.165,0
5.17,0
5.175,0
5.18,0
5.185,0
5.19,0
5.195,0
5.2,0
5.205,0
5.21,0
5.215,0
5.22,0
5.225,0
5.23,0
5.235,0
5.24,0
5.245,0
5.25,0
5.255,0
5.26,0
5.265,0
5.27,0
5.275,0
5.28,0
5.285,0
5.29,0
5.295,0
5.3,0
5.305,0
5.31,0
5.315,0
5.32,0
5.325,0
5.33,0
5.335,0
5.34,0
5.345,0
5.35,0
5.355,0
5.36,0
5.365,0
5.37,0
5.375,0
5.38,0
5.385,0
5.39,0
5.395,0
5.4,0
5.405,0
5.41,0
5.415,0
5.42,0
5.425,0
5.43,0
5.435,0
5.44,0
5.445,0
5.45,0
5.455,0
5.46,0
5.465,0
5.47,0
5.475,0
5.48,0
5.485,0
5.49,0
5.495,0
5.5,0
5.505,0
5.51,0
5.515,0
5.52,0
5.525,0
5.53,0
5.535,0
5.54,0
5.545,0
5.55,0
5.555,0
5.56,0
5.565,0
5.57,0
5.575,0
5.58,0
5.585,0
5.59,0
5.595,0
5.6,0
5.605,0
5.61,0
5.615,0
5.62,0
5.625,0
5.63,0
5.635,0
5.64,0
5.645,0
5.65,0
5.655,0
5.66,0
5.665,0
5.67,0
5.675,0
5.68,0
5.685,0
5.69,0
5.695,0
5.7,0
5.705,0
5.71,0
5.715,0
5.72,0
5.725,0
5.73,0
5.735,0
5.74,0
5.745,0
5.75,0
5.755,0
5.76,0
5.765,0
5.77,0
5.775,0
5.78,0
5.785,0
5.79,0
5.795,0
5.8,0
5.805,0
5.81,0
5.815,0
5.82,0
5.825,0
5.83,0
5.835,0
5.84,0
5.845,0
5.85,0
5.855,0
5.86,0
5.865,0
5.87,0
5.875,0
5.88,0
5.885,0
5.89,0
5.895,0
5.9,0
5.905,0
5.91,0
5.915,0
5.92,0
5.925,0
5.93,0
5.935,0
5.94,0
5.945,0
5.95,0
5.955,0
5.96,0
5.965,0
5.97,0
5.975,0
5.98,0
5.985,0
5.99,0
5.995,0
6,0
6.005,0
6.01,0
6.015,0
6.02,0
6.025,0
6.03,0
6.035,0
6.04,0
6.045,0
6.05,0
6.055,0
6.06,0
6.065,0
6.07,0
6.075,0
6.08,0
6.085,0
6.09,0
6.095,0
6.1,0
6.105,0
