time_s,safe_X
2.215,0.34540084
2.22,0.348156333
2.225,0.350911826
2.23,0.343500197
2.235,0.343212634
2.24,0.342925072
2.245,0.342637509
2.25,0.345784307
2.255,0.345866859
2.26,0.345949441
2.265,0.346031994
2.27,0.343267262
2.275,0.354164451
2.28,0.365061641
2.285,0.37595883
2.29,0.344092697
2.295,0.344665468
2.3,0.345238239
2.305,0.345811009
2.31,0.344301462
2.315,0.342224509
2.32,0.340147555
2.325,0.338070601
2.33,0.346334487
2.335,0.341914177
2.34,0.351910979
2.345,0.36190778
2.35,0.354986787
2.355,0.356524676
2.36,0.358062595
2.365,0.359600484
2.37,0.349673957
2.375,0.353167415
2.38,0.354148567
2.385,0.355129719
2.39,0.357563108
2.395,0.360923827
2.4,0.364284545
2.405,0.367645264
2.41,0.359707028
2.415,0.359707028
2.42,0.359707028
2.425,0.359707028
2.43,0.439010143
2.435,0.451573372
2.44,0.464136571
2.445,0.476699829
2.45,0.476699829
2.455,0.476699829
2.46,0.476699829
2.465,0.476699829
2.47,0.476699829
2.475,0.476699829
2.48,0.476699829
2.485,0.476699829
2.49,0.476699829
2.495,0.476699829
2.5,0.476699829
2.505,0.476699829
2.51,0.476699829
2.515,0.476699829
2.52,0.476699829
2.525,0.476699829
2.53,0.476699829
2.535,0.476699829
2.54,0.476699829
2.545,0.476699829
2.55,0.476699829
2.555,0.476699829
2.56,0.434356898
2.565,0.440458834
2.57,0.440458834
2.575,0.440458834
2.58,0.440458834
2.585,0.440458834
2.59,0.387606621
2.595,0.390009463
2.6,0.385658771
2.605,0.388913423
2.61,0.392168075
2.615,0.395422727
2.62,0.387317419
2.625,0.390729874
2.63,0.39414233
2.635,0.397554785
2.64,0.396306098
2.645,0.401203841
2.65,0.406101584
2.655,0.410999328
2.66,0.401645303
2.665,0.401645303
2.67,0.401645303
2.675,0.401645303
2.68,0.399566442
2.685,0.391585857
2.69,0.383605272
2.695,0.375624686
2.7,0.375624686
2.705,0.395202607
2.71,0.395202607
2.715,0.395202607
2.72,0.397699773
2.725,0.399871618
2.73,0.402043462
2.735,0.404215306
2.74,0.40393886
2.745,0.402518004
2.75,0.401097149
2.755,0.399676293
2.76,0.400824487
2.765,0.446902871
2.77,0.492981255
2.775,0.539059639
2.78,0.539059639
2.785,0.539059639
2.79,0.539059639
2.795,0.539059639
2.8,0.39505899
2.805,0.393722862
2.81,0.392386734
2.815,0.391050607
2.82,0.39679262
2.825,0.397353768
2.83,0.391987652
2.835,0.386621535
2.84,0.390526712
2.845,0.388606369
2.85,0.386686027
2.855,0.384765685
2.86,0
2.865,0
2.87,0
2.875,0
2.88,0
2.885,0
2.89,0
2.895,0
2.9,0
2.905,0
2.91,0
2.915,0
2.92,0
2.925,0
2.93,0
2.935,0
2.94,0
2.945,0
2.95,0
2.955,0
2.96,0
2.965,0
2.97,0
2.975,0
2.98,0
2.985,0
2.99,0
2.995,0
3,0
3.005,0
3.01,0
3.015,0
3.02,0
3.025,0
3.03,0
3.035,0
3.04,0
3.045,0
3.05,0
3.055,0
3.06,0
3.065,0
3.07,0
3.075,0
3.08,0
3.085,0
3.09,0
3.095,0
3.1,0
3.105,0
3.11,0
3.115,0
3.12,0
3.125,0
3.13,0
3.135,0
3.14,0
3.145,0
3.15,0
3.155,0
3.16,0
3.165,0
3.17,0.448624015
3.175,0.45126915
3.18,0.453914285
3.185,0.45655942
3.19,0.455087543
3.195,0.45636034
3.2,0.457633138
3.205,0.458905935
3.21,0.454437971
3.215,0.463282675
3.22,0.45523563
3.225,0.447188586
3.23,0.456321716
3.235,0.465478241
3.24,0.474634767
3.245,0.483791292
3.25,0.470201194
3.255,0.470221609
3.26,0.470242023
3.265,0.470262438
3.27,0.467084795
3.275,0.460114181
3.28,0.453143567
3.285,0.446172953
3.29,0.454781294
3.295,0.450342119
3.3,0.445902944
3.305,0.441463768
3.31,0.451173455
3.315,0.447167426
3.32,0.443161398
3.325,0.43915537
3.33,0.451463372
3.335,0.448957354
3.34,0.446451336
3.345,0.443945318
3.35,0.441439301
3.355,0.438933283
3.36,0.447108269
3.365,0.444361955
3.37,0.444028407
3.375,0.428373128
3.38,0.412717849
3.385,0.39706257
3.39,0.381407291
3.395,0.365752012
3.4,0.437325925
3.405,0.43210867
3.41,0.426891416
3.415,0.421674162
3.42,0.432625264
3.425,0.43589133
3.43,0.446980923
3.435,0.458070517
3.44,0.445629954
3.445,0.444954485
3.45,0.444278985
3.455,0.443603516
3.46,0.450946778
3.465,0.453415632
3.47,0.456338257
3.475,0.459260881
3.48,0.452482164
3.485,0.452930778
3.49,0.453379393
3.495,0.453828007
3.5,0.453828007
3.505,0.453828007
3.51,0.453828007
3.515,0.453828007
3.52,0.453828007
3.525,0.453828007
3.53,0.453828007
3.535,0.453828007
3.54,0.453828007
3.545,0.453828007
3.55,0.453828007
3.555,0.453828007
3.56,0.453828007
3.565,0.453828007
3.57,0.453828007
3.575,0.453828007
3.58,0.453828007
3.585,0.453828007
3.59,0.453828007
3.595,0.453828007
3.6,0.453828007
3.605,0.453828007
3.61,0.453828007
3.615,0.453828007
3.62,0.453828007
3.625,0.453828007
3.63,0.453828007
3.635,0.453828007
3.64,0.453828007
3.645,0.453828007
3.65,0.453828007
3.655,0.453828007
3.66,0.453828007
3.665,0.453828007
3.67,0.453828007
3.675,0.453828007
3.68,0.453828007
3.685,0.453828007
3.69,0.453828007
3.695,0.453828007
3.7,0.453828007
3.705,0.453828007
3.71,0.453828007
3.715,0.453828007
3.72,0.453828007
3.725,0.453828007
3.73,0.453828007
3.735,0.453828007
3.74,0.453828007
3.745,0.453828007
3.75,0.453828007
3.755,0.453828007
3.76,0.453828007
3.765,0.453828007
3.77,0.453828007
3.775,0.453828007
3.78,0.453828007
3.785,0.453828007
3.79,0.453828007
3.795,0.453828007
3.8,0.453828007
3.805,0.453828007
3.81,0.453828007
3.815,0.453828007
3.82,0.453828007
3.825,0.453828007
3.83,0.453828007
3.835,0.453828007
3.84,0.453828007
3.845,0.453828007
3.85,0.453828007
3.855,0.453828007
3.86,0.453828007
3.865,0.453828007
3.87,0.453828007
3.875,0.453828007
3.88,0
3.885,0
3.89,0
3.895,0
3.9,0
3.905,0
3.91,0
3.915,0
3.92,0
3.925,0
3.93,0
3.935,0
3.94,0
3.945,0
3.95,0
3.955,0
3.96,0
3.965,0
3.97,0
3.975,0
3.98,0
3.985,0
3.99,0
3.995,0
4,0
4.005,0
4.01,0
4.015,0
4.02,0
4.025,0
4.03,0
4.035,0
4.04,0
4.045,0
4.05,0
4.055,0
4.06,0
4.065,0
4.07,0
4.075,0
4.08,0
4.085,0
4.09,0
4.095,0
4.1,0
4.105,0
4.11,0
4.115,0
4.12,0
4.125,0
4.13,0
4.135,0
4.14,0
4.145,0
4.15,0
4.155,0
4.16,0
4.165,0
4.17,0
4.175,0
4.18,0
4.185,0
4.19,0
4.195,0
4.2,0
4.205,0
4.21,0
4.215,0
4.22,0
4.225,0
4.23,0
4.235,0
4.24,0
4.245,0
4.25,0
4.255,0
4.26,0
4.265,0
4.27,0
4.275,0
4.28,0
4.285,0
4.29,0
4.295,0
4.3,0
4.305,0
4.31,0
4.315,0
4.32,0
4.325,0
4.33,0
4.335,0
4.34,0
4.345,0
4.35,0
4.355,0
4.36,0
4.365,0
4.37,0
4.375,0
4.38,0
4.385,0
4.39,0
4.395,0
4.4,0
4.405,0
4.41,0
4.415,0
4.42,0
4.425,0
4.43,0
4.435,0
4.44,0
4.445,0
4.45,0
4.455,0
4.46,0
4.465,0
4.47,0
4.475,0
4.48,0
4.485,0
4.49,0
4.495,0
4.5,0
4.505,0
4.51,0
4.515,0
4.52,0
4.525,0
4.53,0
4.535,0
4.54,0
4.545,0
4.55,0
4.555,0
4.56,0
4.565,0
4.57,0
4.575,0
4.58,0
4.585,0
4.59,0
4.595,0
4.6,0
4.605,0
4.61,0
4.615,0
4.62,0
4.625,0
4.63,0
4.635,0
4.64,0
4.645,0
4.65,0
4.655,0
4.66,0
4.665,0
4.67,0
4.675,0
4.68,0
4.685,0
4.69,0
4.695,0
4.7,0
4.705,0
4.71,0
4.715,0
4.72,0
4.725,0
4.73,0
4.735,0
4.74,0
4.745,0
4.75,0
4.755,0
4.76,0
4.765,0
4.77,0
4.775,0
4.78,0
4.785,0
4.79,0
4.795,0
4.8,0
4.805,0
4.81,0
4.815,0
4.82,0
4.825,0
4.83,0
4.835,0
4.84,0
4.845,0
4.85,0
4.855,0
4.86,0
4.865,0
4.87,0
4.875,0
4.88,0
4.885,0
4.89,0
4.895,0
4.9,0
4.905,0
4.91,0
4.915,0
4.92,0
4.925,0
4.93,0
4.935,0
4.94,0
4.945,0
4.95,0
4.955,0
4.96,0
4.965,0
4.97,0
4.975,0
4.98,0
4.985,0
4.99,0
4.995,0
5,0
5.005,0
5.01,0
5.015,0
5.02,0
5.025,0
5.03,0
5.035,0
5.04,0
5.045,0
5.05,0
5.055,0
5.06,0
5.065,0
5.07,0
5.075,0
5.08,0
5.085,0
5.09,0
5.095,0
5.1,0
5.105,0
5.11,0
5.115,0
5.12,0
5.125,0
5.13,0
5.135,0
5.14,0
5.145,0
5.15,0
5.155,0
5.16,0
5.165,0
5.17,0
5.175,0
5.18,0
5.185,0
5.19,0
5.195,0
5.2,0
5.205,0
5.21,0
5.215,0
5.22,0
5.225,0
5.23,0
5.235,0
5.24,0
5.245,0
5.25,0
5.255,0
5.26,0
5.265,0
5.27,0
5.275,0
5.28,0
5.285,0
5.29,0
5.295,0
5.3,0
5.305,0
5.31,0
5.315,0
5.32,0
5.325,0
5.33,0
5.335,0
5.34,0
5.345,0
5.35,0
5.355,0
5.36,0
5.365,0
5.37,0
5.375,0
5.38,0
5.385,0
5.39,0
5.395,0
5.4,0
5.405,0
5.41,0
5.415,0
5.42,0
5.425,0
5.43,0
5.435,0
5.44,0
5.445,0
5.45,0
5.455,0
5.46,0
5.465,0
5.47,0
5.475,0
5.48,0
5.485,0
5.49,0
5.495,0
5.5,0
5.505,0
5.51,0
5.515,0
5.52,0
5.525,0
5.53,0
5.535,0
5.54,0
5.545,0
5.55,0
5.555,0
5.56,0
5.565,0
5.57,0
5.575,0
5.58,0
5.585,0
5.59,0
5.595,0
5.6,0
5.605,0
5.61,0
5.615,0
5.62,0
5.625,0
5.63,0
5.635,0
5.64,0
5.645,0
5.65,0
5.655,0
5.66,0
5.665,0
5.67,0
5.675,0
5.68,0
5.685,0
5.69,0
5.695,0
5.7,0
5.705,0
5.71,0
5.715,0
5.72,0
5.725,0
5.73,0
5.735,0
5.74,0
5.745,0
5.75,0
5.755,0
5.76,0
5.765,0
5.77,0
5.775,0
5.78,0
5.785,0
5.79,0
5.795,0
5.8,0
5.805,0
5.81,0
5.815,0
5.82,0
5.825,0
5.83,0
5.835,0
5.84,0
5.845,0
5.85,0
5.855,0
5.86,0
5.865,0
5.87,0
5.875,0
5.88,0
5.885,0
5.89,0
5.895,0
5.9,0
5.905,0
5.91,0
5.915,0
5.92,0
5.925,0
5.93,0
5.935,0
5.94,0
5.945,0
5.95,0
5.955,0
5.96,0
5.965,0
5.97,0
5.975,0
5.98,0
5.985,0
5.99,0
5.995,0
6,0
6.005,0
6.01,0
6.015,0
6.02,0
6.025,0
6.03,0
6.035,0
6.04,0
6.045,0
6.05,0
6.055,0
6.06,0
6.065,0
6.07,0
6.075,0
6.08,0
6.085,0
6.09,0
6.095,0
6.1,0
6.105,0
6.11,0
6.115,0
6.12,0
6.125,0
6.13,0
6.135,0
6.14,0
6.145,0
6.15,0
6.155,0
6.16,0
6.165,0
6.17,0
6.175,0
6.18,0
6.185,0
6.19,0
6.195,0
6.2,0
6.205,0
6.21,0
6.215,0
6.22,0
6.225,0
6.23,0
6.235,0
6.24,0
6.245,0
6.25,0
6.255,0
6.26,0
6.265,0
6.27,0
6.275,0
6.28,0
6.285,0
6.29,0
6.295,0
6.3,0
6.305,0
6.31,0
6.315,0
6.32,0
6.325,0
6.33,0
6.335,0
6.34,0
6.345,0
6.35,0
6.355,0
6.36,0
6.365,0
6.37,0
6.375,0
6.38,0
6.385,0
6.39,0
6.395,0
6.4,0
6.405,0
6.41,0
6.415,0
6.42,0
6.425,0
6.43,0
6.435,0
6.44,0
6.445,0
6.45,0
6.455,0
6.46,0
6.465,0
6.47,0
6.475,0
6.48,0
6.485,0
6.49,0
6.495,0
6.5,0
6.505,0
6.51,0
6.515,0
6.52,0
6.525,0
6.53,0
6.535,0
6.54,0
6.545,0
6.55,0
6.555,0
6.56,0
6.565,0
6.57,0
6.575,0
6.58,0
6.585,0
6.59,0
6.595,0
6.6,0
6.605,0
6.61,0
6.615,0
6.62,0
6.625,0
6.63,0
6.635,0
6.64,0
6.645,0
6.65,0
6.655,0
6.66,0
6.665,0
6.67,0
6.675,0
6.68,0
6.685,0
6.69,0
6.695,0
6.7,0
6.705,0
6.71,0
6.715,0
6.72,0
6.725,0
6.73,0
6.735,0
6.74,0
6.745,0
6.75,0
6.755,0
6.76,0
6.765,0
6.77,0
6.775,0
6.78,0
6.785,0
6.79,0
6.795,0
6.8,0
6.805,0
6.81,0
6.815,0
